layer,group,module,columns,rows,hessian_sequences,dead_columns,damp,groupsize,blocksize,act_order,symmetric,cholesky_float64,hessian_dtype,product_dtype,hessian_diag_max_over_median,hessian_diag_mean_over_median,damp_over_median_diag,null_slot_diag_share,null_slot_baseline,null_space_dc_share,hessian_participation_ratio,rows_clipped,mean_shrink,clipped_row_null_slot_mass_share,unclipped_row_null_slot_mass_share
40,0,self_attn.q_proj,2048,4096,128,0,40.95994186401367,128,128,False,False,False,torch.float32,torch.float32,9.956914009860908,1.4499927228954648,0.014499927228954648,0.007744972967170373,0.0078125,0.37926776547185215,5.799754419526252,4096,0.7829955816268921,0.007836651988327503,nan
40,1,self_attn.o_proj,4096,2048,128,0,0.6440447568893433,128,128,False,False,False,torch.float32,torch.float32,7.4268292129143365,1.4197637153652287,0.014197637153652288,0.006980624188840915,0.0078125,0.04952068094361938,47.56987667832391,2048,0.727612316608429,0.007713256403803825,nan
41,0,self_attn.k_proj,2048,512,128,0,40.9599609375,128,128,False,False,False,torch.float32,torch.float32,9.245995885641811,1.4208433206297097,0.014208433206297097,0.008095848644291062,0.0078125,0.3728789666928927,6.432673343256928,512,0.781191349029541,0.007857752032577991,nan
41,0,self_attn.v_proj,2048,512,128,0,40.9599609375,128,128,False,False,False,torch.float32,torch.float32,9.245995885641811,1.4208433206297097,0.014208433206297097,0.008095848644291062,0.0078125,0.3728789666928927,6.432673343256928,512,0.7844921350479126,0.007746845483779907,nan
41,0,self_attn.q_proj,2048,4096,128,0,40.9599609375,128,128,False,False,False,torch.float32,torch.float32,9.245995885641811,1.4208433206297097,0.014208433206297097,0.008095848644291062,0.0078125,0.3728789666928927,6.432673343256928,4096,0.7842675447463989,0.00789622776210308,nan
41,1,self_attn.o_proj,4096,2048,128,0,0.6847156882286072,128,128,False,False,False,torch.float32,torch.float32,11.214607863818616,1.6964276128109337,0.016964276128109336,0.007201067627591366,0.0078125,0.09998862358276694,39.39381503901315,2048,0.7214746475219727,0.007625909987837076,nan
42,0,self_attn.k_proj,2048,512,128,0,40.95996856689453,128,128,False,False,False,torch.float32,torch.float32,9.51342520288501,1.4090941197467743,0.014090941197467743,0.008131183465146127,0.0078125,0.38745069723481323,6.624614901980866,512,0.7842186689376831,0.007860694080591202,nan
42,0,self_attn.v_proj,2048,512,128,0,40.95996856689453,128,128,False,False,False,torch.float32,torch.float32,9.51342520288501,1.4090941197467743,0.014090941197467743,0.008131183465146127,0.0078125,0.38745069723481323,6.624614901980866,512,0.7891405820846558,0.007654907181859016,nan
42,0,self_attn.q_proj,2048,4096,128,0,40.95996856689453,128,128,False,False,False,torch.float32,torch.float32,9.51342520288501,1.4090941197467743,0.014090941197467743,0.008131183465146127,0.0078125,0.38745069723481323,6.624614901980866,4096,0.7842431664466858,0.00818486325442791,nan
42,1,self_attn.o_proj,4096,2048,128,0,1.1649442911148071,128,128,False,False,False,torch.float32,torch.float32,7.832568556612609,1.3050641589363492,0.013050641589363492,0.0074434564433742845,0.0078125,0.059403852687882334,79.60894267938832,2048,0.7214550971984863,0.007672533392906189,nan
43,0,self_attn.k_proj,2048,512,128,0,40.95997619628906,128,128,False,False,False,torch.float32,torch.float32,8.936692853551573,1.3821460426926877,0.013821460426926876,0.008181940053069624,0.0078125,0.3813523837044142,6.955101215089272,512,0.7840625047683716,0.007759365253150463,nan
43,0,self_attn.v_proj,2048,512,128,0,40.95997619628906,128,128,False,False,False,torch.float32,torch.float32,8.936692853551573,1.3821460426926877,0.013821460426926876,0.008181940053069624,0.0078125,0.3813523837044142,6.955101215089272,512,0.7871679663658142,0.007741246372461319,nan
43,0,self_attn.q_proj,2048,4096,128,0,40.95997619628906,128,128,False,False,False,torch.float32,torch.float32,8.936692853551573,1.3821460426926877,0.013821460426926876,0.008181940053069624,0.0078125,0.3813523837044142,6.955101215089272,4096,0.7843970060348511,0.008155299350619316,nan
43,1,self_attn.o_proj,4096,2048,128,0,0.7229536771774292,128,128,False,False,False,torch.float32,torch.float32,14.678884148718986,1.7640405000166148,0.01764040500016615,0.008345026979762025,0.0078125,0.07650454853940507,47.92632898748415,2048,0.7315918207168579,0.00784713588654995,nan
44,0,self_attn.k_proj,2048,512,128,0,40.95998001098633,128,128,False,False,False,torch.float32,torch.float32,8.440216348000087,1.3781287105493265,0.013781287105493267,0.008374941803487208,0.0078125,0.367932912317711,7.1663671283097665,512,0.7900781035423279,0.007762476801872253,nan
44,0,self_attn.v_proj,2048,512,128,0,40.95998001098633,128,128,False,False,False,torch.float32,torch.float32,8.440216348000087,1.3781287105493265,0.013781287105493267,0.008374941803487208,0.0078125,0.367932912317711,7.1663671283097665,512,0.78919917345047,0.007892321795225143,nan
44,0,self_attn.q_proj,2048,4096,128,0,40.95998001098633,128,128,False,False,False,torch.float32,torch.float32,8.440216348000087,1.3781287105493265,0.013781287105493267,0.008374941803487208,0.0078125,0.367932912317711,7.1663671283097665,4096,0.7862499952316284,0.008129261434078217,nan
44,1,self_attn.o_proj,4096,2048,128,0,0.8065951466560364,128,128,False,False,False,torch.float32,torch.float32,22.790883434133704,1.636447812763768,0.01636447812763768,0.00821137762523311,0.0078125,0.10238196311762429,8.468482833009924,2048,0.7289307117462158,0.0076602972112596035,nan
45,0,self_attn.k_proj,2048,512,128,0,40.959983825683594,128,128,False,False,False,torch.float32,torch.float32,10.030102087142883,1.426377737732046,0.01426377737732046,0.008355283870517437,0.0078125,0.39029638362376007,6.0468093165958425,512,0.7976561784744263,0.007881414145231247,nan
45,0,self_attn.v_proj,2048,512,128,0,40.959983825683594,128,128,False,False,False,torch.float32,torch.float32,10.030102087142883,1.426377737732046,0.01426377737732046,0.008355283870517437,0.0078125,0.39029638362376007,6.0468093165958425,512,0.7975389957427979,0.00771907577291131,nan
45,0,self_attn.q_proj,2048,4096,128,0,40.959983825683594,128,128,False,False,False,torch.float32,torch.float32,10.030102087142883,1.426377737732046,0.01426377737732046,0.008355283870517437,0.0078125,0.39029638362376007,6.0468093165958425,4096,0.7973462343215942,0.008744703605771065,nan
45,1,self_attn.o_proj,4096,2048,128,0,0.9701002240180969,128,128,False,False,False,torch.float32,torch.float32,5.277019757788353,1.1116300442036342,0.011116300442036342,0.008564307242346974,0.0078125,0.017042782835290215,19.428939928585358,2048,0.744140625,0.00796031579375267,nan
46,0,self_attn.k_proj,2048,512,128,0,40.95998764038086,128,128,False,False,False,torch.float32,torch.float32,9.635461856798132,1.4355208786642883,0.014355208786642886,0.00825513493422715,0.0078125,0.3938711863372285,5.642321024686151,512,0.7892773151397705,0.00769153144210577,nan
46,0,self_attn.v_proj,2048,512,128,0,40.95998764038086,128,128,False,False,False,torch.float32,torch.float32,9.635461856798132,1.4355208786642883,0.014355208786642886,0.00825513493422715,0.0078125,0.3938711863372285,5.642321024686151,512,0.7923632264137268,0.007621716242283583,nan
46,0,self_attn.q_proj,2048,4096,128,0,40.95998764038086,128,128,False,False,False,torch.float32,torch.float32,9.635461856798132,1.4355208786642883,0.014355208786642886,0.00825513493422715,0.0078125,0.3938711863372285,5.642321024686151,4096,0.7850537300109863,0.00809836108237505,nan
46,1,self_attn.o_proj,4096,2048,128,0,1.7653603553771973,128,128,False,False,False,torch.float32,torch.float32,55.964946381279,1.9505552721752923,0.019505552721752924,0.006300960649350627,0.0078125,0.16027496428962235,7.748917651800297,2048,0.7372606992721558,0.007761861197650433,nan
47,0,self_attn.k_proj,2048,512,128,0,40.95998764038086,128,128,False,False,False,torch.float32,torch.float32,10.033594463181661,1.506388805760354,0.015063888057603541,0.007963213648859754,0.0078125,0.4244279636227976,4.3899448810557224,512,0.7862499952316284,0.008051106706261635,nan
47,0,self_attn.v_proj,2048,512,128,0,40.95998764038086,128,128,False,False,False,torch.float32,torch.float32,10.033594463181661,1.506388805760354,0.015063888057603541,0.007963213648859754,0.0078125,0.4244279636227976,4.3899448810557224,512,0.7915819883346558,0.007846366614103317,nan
47,0,self_attn.q_proj,2048,4096,128,0,40.95998764038086,128,128,False,False,False,torch.float32,torch.float32,10.033594463181661,1.506388805760354,0.015063888057603541,0.007963213648859754,0.0078125,0.4244279636227976,4.3899448810557224,4096,0.7859057188034058,0.007855545729398727,nan
47,1,self_attn.o_proj,4096,2048,128,0,7.465164661407471,128,128,False,False,False,torch.float32,torch.float32,15.058569520218686,2.1289523518921394,0.021289523518921397,0.00872073177451977,0.0078125,0.46829667680108605,3.448842379530159,2048,0.7282665967941284,0.007630842737853527,nan
