model,index_basis,token_class,chunk,metric,token_count,sum_seed_averaged_effect
qwen3_4b_base,predictor,BOS,2,offset_spec,1,0.7038752237955729
qwen3_4b_base,predictor,BOS,3,offset_spec,1,0.8728199005126953
qwen3_4b_base,predictor,BOS,4,offset_spec,1,1.3085301717122395
qwen3_4b_base,predictor,BOS,5,offset_spec,1,0.8015314737955729
qwen3_4b_base,predictor,BOS,6,offset_spec,1,0.7051763534545898
qwen3_4b_base,predictor,BOS,7,offset_spec,1,0.6088231404622396
qwen3_4b_base,predictor,BOS,8,offset_spec,1,1.1244481404622395
qwen3_4b_base,predictor,BOS,9,offset_spec,1,0.12444814046223958
qwen3_4b_base,predictor,BOS,10,offset_spec,1,0.9047212600708008
qwen3_4b_base,predictor,BOS,11,offset_spec,1,-0.9566068649291992
qwen3_4b_base,predictor,BOS,12,offset_spec,1,1.4161148071289062
qwen3_4b_base,predictor,BOS,13,offset_spec,1,-0.7425765991210938
qwen3_4b_base,predictor,BOS,14,offset_spec,1,0.6869465510050455
qwen3_4b_base,predictor,BOS,15,offset_spec,1,0.6986668904622396
qwen3_4b_base,predictor,BOS,16,offset_spec,1,0.25441233317057294
qwen3_4b_base,predictor,BOS,17,offset_spec,1,0.8067382176717123
qwen3_4b_base,predictor,BOS,18,offset_spec,1,0.5463231404622396
qwen3_4b_base,predictor,BOS,19,offset_spec,1,0.19589996337890625
qwen3_4b_base,predictor,BOS,20,offset_spec,1,1.405696709950765
qwen3_4b_base,predictor,BOS,21,offset_spec,1,0.7038752237955729
qwen3_4b_base,predictor,BOS,22,offset_spec,1,0.9421564737955729
qwen3_4b_base,predictor,BOS,23,offset_spec,1,-0.9566068649291992
qwen3_4b_base,predictor,BOS,24,offset_spec,1,0.6452814737955729
qwen3_4b_base,predictor,BOS,25,offset_spec,1,0.3119465510050456
qwen3_4b_base,predictor,BOS,26,offset_spec,1,-0.17763662338256836
qwen3_4b_base,predictor,BOS,27,offset_spec,1,1.551531473795573
qwen3_4b_base,predictor,BOS,28,offset_spec,1,0.8728199005126953
qwen3_4b_base,predictor,BOS,29,offset_spec,1,-0.15810394287109375
qwen3_4b_base,predictor,BOS,30,offset_spec,1,0.28069814046223956
qwen3_4b_base,predictor,BOS,31,offset_spec,1,1.1192398071289062
qwen3_4b_base,predictor,BOS,32,offset_spec,1,2.551529884338379
qwen3_4b_base,predictor,BOS,33,offset_spec,1,0.5153970718383789
qwen3_4b_base,predictor,BOS,34,offset_spec,1,0.9109048843383789
qwen3_4b_base,predictor,BOS,35,offset_spec,1,0.5515314737955729
qwen3_4b_base,predictor,BOS,36,offset_spec,1,0.35882314046223956
qwen3_4b_base,predictor,BOS,37,offset_spec,1,0.6356779734293619
qwen3_4b_base,predictor,BOS,38,offset_spec,1,0.41090647379557294
qwen3_4b_base,predictor,BOS,39,offset_spec,1,0.7051763534545898
qwen3_4b_base,predictor,BOS,40,offset_spec,1,-0.06826019287109375
qwen3_4b_base,predictor,BOS,41,offset_spec,1,0.10166168212890625
qwen3_4b_base,predictor,BOS,42,offset_spec,1,-0.2209294637044271
qwen3_4b_base,predictor,BOS,43,offset_spec,1,0.5105158487955729
qwen3_4b_base,predictor,BOS,44,offset_spec,1,0.19589996337890625
qwen3_4b_base,predictor,BOS,45,offset_spec,1,0.36403147379557294
qwen3_4b_base,predictor,BOS,46,offset_spec,1,1.5411132176717122
qwen3_4b_base,predictor,BOS,47,offset_spec,1,2.2038742701212564
qwen3_4b_base,predictor,BOS,48,offset_spec,1,0.5398127237955729
qwen3_4b_base,predictor,BOS,49,offset_spec,1,0.6244465510050455
qwen3_4b_base,predictor,BOS,50,offset_spec,1,0.5827805201212565
qwen3_4b_base,predictor,BOS,51,offset_spec,1,2.126644770304362
qwen3_4b_base,predictor,BOS,52,offset_spec,1,0.2455418904622396
qwen3_4b_base,predictor,BOS,53,offset_spec,1,0.6452814737955729
qwen3_4b_base,predictor,BOS,54,offset_spec,1,-0.17763662338256836
qwen3_4b_base,predictor,BOS,55,offset_spec,1,0.9649429321289062
qwen3_4b_base,predictor,BOS,56,offset_spec,1,1.8781509399414062
qwen3_4b_base,predictor,BOS,57,offset_spec,1,0.28069814046223956
qwen3_4b_base,predictor,BOS,58,offset_spec,1,1.004654884338379
qwen3_4b_base,predictor,BOS,59,offset_spec,1,0.6250991821289062
qwen3_4b_base,predictor,BOS,60,offset_spec,1,-0.06695810953776042
qwen3_4b_base,predictor,BOS,61,offset_spec,1,0.7051763534545898
qwen3_4b_base,predictor,BOS,62,offset_spec,1,1.082781473795573
qwen3_4b_base,predictor,BOS,63,offset_spec,1,-0.8599268595377604
qwen3_4b_base,predictor,massive,0,gain,2,-0.1333643293764908
qwen3_4b_base,predictor,massive,1,gain,2,1.5929925409145653
qwen3_4b_base,predictor,massive,2,gain,2,1.5691559314727783
qwen3_4b_base,predictor,massive,3,gain,2,-0.38998555609335506
qwen3_4b_base,predictor,massive,4,gain,2,3.797241666159607
qwen3_4b_base,predictor,massive,5,gain,3,0.1274519463380178
qwen3_4b_base,predictor,massive,6,gain,2,-0.08212930957476297
qwen3_4b_base,predictor,massive,7,gain,2,0.45023234467953444
qwen3_4b_base,predictor,massive,8,gain,2,3.3639938004101473
qwen3_4b_base,predictor,massive,9,gain,2,1.8681031211453956
qwen3_4b_base,predictor,massive,10,gain,2,1.758887423435226
qwen3_4b_base,predictor,massive,11,gain,1,1.7865751798963174
qwen3_4b_base,predictor,massive,12,gain,1,1.9015937615962077
qwen3_4b_base,predictor,massive,13,gain,2,2.997954485317071
qwen3_4b_base,predictor,massive,14,gain,2,-0.5602947222214425
qwen3_4b_base,predictor,massive,15,gain,2,2.0145947138468423
qwen3_4b_base,predictor,massive,16,gain,2,2.714250475168228
qwen3_4b_base,predictor,massive,17,gain,2,3.674033709491293
qwen3_4b_base,predictor,massive,18,gain,2,2.7024565154182105
qwen3_4b_base,predictor,massive,19,gain,3,2.408001935730378
qwen3_4b_base,predictor,massive,20,gain,3,1.950424946883383
qwen3_4b_base,predictor,massive,21,gain,3,2.7775105604281025
qwen3_4b_base,predictor,massive,22,gain,2,-0.5520602862040203
qwen3_4b_base,predictor,massive,23,gain,3,-0.001478560850955546
qwen3_4b_base,predictor,massive,24,gain,3,0.7905666593772669
qwen3_4b_base,predictor,massive,25,gain,2,2.0135527302821474
qwen3_4b_base,predictor,massive,26,gain,2,-1.9331757278996518
qwen3_4b_base,predictor,massive,27,gain,2,6.131918845974724
qwen3_4b_base,predictor,massive,28,gain,2,8.15314521578451
qwen3_4b_base,predictor,massive,29,gain,3,2.3301245156350587
qwen3_4b_base,predictor,massive,30,gain,1,0.06616807150809716
qwen3_4b_base,predictor,massive,31,gain,2,0.14732966548763216
qwen3_4b_base,predictor,massive,32,gain,2,0.0026780689222505316
qwen3_4b_base,predictor,massive,33,gain,1,18.939919881115202
qwen3_4b_base,predictor,massive,34,gain,3,3.381895678496221
qwen3_4b_base,predictor,massive,35,gain,5,3.4951884170792864
qwen3_4b_base,predictor,massive,36,gain,2,0.710141142209371
qwen3_4b_base,predictor,massive,37,gain,2,4.676545690992498
qwen3_4b_base,predictor,massive,38,gain,2,0.9683239590376616
qwen3_4b_base,predictor,massive,39,gain,2,3.584406689333264
qwen3_4b_base,predictor,massive,40,gain,1,12.371622305576844
qwen3_4b_base,predictor,massive,41,gain,1,0.04091169465148899
qwen3_4b_base,predictor,massive,42,gain,2,0.008778882707701996
qwen3_4b_base,predictor,massive,43,gain,1,-0.0004258768361372252
qwen3_4b_base,predictor,massive,44,gain,2,1.8884715555856624
qwen3_4b_base,predictor,massive,45,gain,2,0.6688072425313294
qwen3_4b_base,predictor,massive,46,gain,4,5.877214678834814
qwen3_4b_base,predictor,massive,47,gain,2,1.6594065834287903
qwen3_4b_base,predictor,massive,48,gain,2,0.7836835691899372
qwen3_4b_base,predictor,massive,49,gain,2,0.33271628381529195
qwen3_4b_base,predictor,massive,50,gain,2,0.1829634855190913
qwen3_4b_base,predictor,massive,51,gain,1,0.0412307387838761
qwen3_4b_base,predictor,massive,52,gain,1,0.009231706770757834
qwen3_4b_base,predictor,massive,53,gain,1,0.7722890991911603
qwen3_4b_base,predictor,massive,54,gain,2,0.504907499811452
qwen3_4b_base,predictor,massive,55,gain,3,-0.5178907758866748
qwen3_4b_base,predictor,massive,56,gain,2,1.3477860093310785
qwen3_4b_base,predictor,massive,57,gain,2,4.1052485337980515
qwen3_4b_base,predictor,massive,58,gain,1,0.8079081904143095
qwen3_4b_base,predictor,massive,59,gain,4,1.7718645012161383
qwen3_4b_base,predictor,massive,60,gain,2,1.2498459815979004
qwen3_4b_base,predictor,massive,61,gain,2,2.8302471555459
qwen3_4b_base,predictor,massive,62,gain,2,12.425964845344424
qwen3_4b_base,predictor,massive,63,gain,1,1.9011848469575245
qwen3_4b_base,predictor,massive,0,offset_spec,2,0.7313983801917251
qwen3_4b_base,predictor,massive,1,offset_spec,2,-0.5952712296178408
qwen3_4b_base,predictor,massive,2,offset_spec,2,-1.5378960371017456
qwen3_4b_base,predictor,massive,3,offset_spec,2,-1.5363584210475287
qwen3_4b_base,predictor,massive,4,offset_spec,2,0.3753086281740252
qwen3_4b_base,predictor,massive,5,offset_spec,3,-0.05188227941592535
qwen3_4b_base,predictor,massive,6,offset_spec,2,-0.7665934508355955
qwen3_4b_base,predictor,massive,7,offset_spec,2,0.6867990096410116
qwen3_4b_base,predictor,massive,8,offset_spec,2,-0.9914258114343586
qwen3_4b_base,predictor,massive,9,offset_spec,2,-1.7336790474655572
qwen3_4b_base,predictor,massive,10,offset_spec,2,1.3866201482402785
qwen3_4b_base,predictor,massive,11,offset_spec,1,-0.4921033949358389
qwen3_4b_base,predictor,massive,12,offset_spec,1,0.16237469917784134
qwen3_4b_base,predictor,massive,13,offset_spec,2,0.28899449730912846
qwen3_4b_base,predictor,massive,14,offset_spec,2,-1.181475924749975
qwen3_4b_base,predictor,massive,15,offset_spec,2,0.5868867238362631
qwen3_4b_base,predictor,massive,16,offset_spec,2,1.7247534890969594
qwen3_4b_base,predictor,massive,17,offset_spec,2,-0.8754371783385674
qwen3_4b_base,predictor,massive,18,offset_spec,2,-3.194243882452914
qwen3_4b_base,predictor,massive,19,offset_spec,3,0.5244054072536528
qwen3_4b_base,predictor,massive,20,offset_spec,3,1.7488102565791148
qwen3_4b_base,predictor,massive,21,offset_spec,3,-0.1921255048364401
qwen3_4b_base,predictor,massive,22,offset_spec,2,0.24656407038370765
qwen3_4b_base,predictor,massive,23,offset_spec,3,-3.0425071511805677
qwen3_4b_base,predictor,massive,24,offset_spec,3,-0.9095537033863365
qwen3_4b_base,predictor,massive,25,offset_spec,2,0.749833290775617
qwen3_4b_base,predictor,massive,26,offset_spec,2,-7.883575156350465
qwen3_4b_base,predictor,massive,27,offset_spec,2,-2.281149848320638
qwen3_4b_base,predictor,massive,28,offset_spec,2,-3.159734465804452
qwen3_4b_base,predictor,massive,29,offset_spec,3,0.9588891841679774
qwen3_4b_base,predictor,massive,30,offset_spec,1,0.032324307084005945
qwen3_4b_base,predictor,massive,31,offset_spec,2,0.14676774764666334
qwen3_4b_base,predictor,massive,32,offset_spec,2,0.003722506740208094
qwen3_4b_base,predictor,massive,33,offset_spec,1,13.35618732336055
qwen3_4b_base,predictor,massive,34,offset_spec,3,1.3309629831637722
qwen3_4b_base,predictor,massive,35,offset_spec,5,3.8755106647950015
qwen3_4b_base,predictor,massive,36,offset_spec,2,-1.1311304966608682
qwen3_4b_base,predictor,massive,37,offset_spec,2,0.7231264525859538
qwen3_4b_base,predictor,massive,38,offset_spec,2,-2.2621342530474067
qwen3_4b_base,predictor,massive,39,offset_spec,2,-1.119525299067997
qwen3_4b_base,predictor,massive,40,offset_spec,1,13.539498462928654
qwen3_4b_base,predictor,massive,41,offset_spec,1,0.04085597593317895
qwen3_4b_base,predictor,massive,42,offset_spec,2,-0.026540239904231083
qwen3_4b_base,predictor,massive,43,offset_spec,1,0.001466587632118414
qwen3_4b_base,predictor,massive,44,offset_spec,2,-0.043957913915316255
qwen3_4b_base,predictor,massive,45,offset_spec,2,-0.4031193795769165
qwen3_4b_base,predictor,massive,46,offset_spec,4,0.15918259000560897
qwen3_4b_base,predictor,massive,47,offset_spec,2,2.4956709194569457
qwen3_4b_base,predictor,massive,48,offset_spec,2,-1.1414294038234705
qwen3_4b_base,predictor,massive,49,offset_spec,2,0.1732953034418946
qwen3_4b_base,predictor,massive,50,offset_spec,2,-0.7781815330187479
qwen3_4b_base,predictor,massive,51,offset_spec,1,-1.0103716639180977
qwen3_4b_base,predictor,massive,52,offset_spec,1,0.009268836118280888
qwen3_4b_base,predictor,massive,53,offset_spec,1,-2.7986819995567203
qwen3_4b_base,predictor,massive,54,offset_spec,2,-9.592907364546289
qwen3_4b_base,predictor,massive,55,offset_spec,3,-0.6778096341731725
qwen3_4b_base,predictor,massive,56,offset_spec,2,-0.5444209600488346
qwen3_4b_base,predictor,massive,57,offset_spec,2,-0.8422835996752838
qwen3_4b_base,predictor,massive,58,offset_spec,1,-1.2103463020175695
qwen3_4b_base,predictor,massive,59,offset_spec,4,-3.162529782780136
qwen3_4b_base,predictor,massive,60,offset_spec,2,-1.2238568862279258
qwen3_4b_base,predictor,massive,61,offset_spec,2,-0.1730286299134604
qwen3_4b_base,predictor,massive,62,offset_spec,2,-2.725047525852763
qwen3_4b_base,predictor,massive,63,offset_spec,1,1.1516429483890533
qwen3_4b_base,predictor,other,0,gain,2044,36.2547676151814
qwen3_4b_base,predictor,other,1,gain,2044,62.07906484465154
qwen3_4b_base,predictor,other,2,gain,2044,56.11582023075243
qwen3_4b_base,predictor,other,3,gain,2044,57.890903703277516
qwen3_4b_base,predictor,other,4,gain,2044,53.91604159205235
qwen3_4b_base,predictor,other,5,gain,2043,29.92759070134904
qwen3_4b_base,predictor,other,6,gain,2044,52.079945971653004
qwen3_4b_base,predictor,other,7,gain,2044,39.377270250452966
qwen3_4b_base,predictor,other,8,gain,2044,56.02578935129927
qwen3_4b_base,predictor,other,9,gain,2044,58.56917734898497
qwen3_4b_base,predictor,other,10,gain,2044,50.60432662469459
qwen3_4b_base,predictor,other,11,gain,2045,29.302217416320374
qwen3_4b_base,predictor,other,12,gain,2045,57.81595112527763
qwen3_4b_base,predictor,other,13,gain,2044,38.25293516718132
qwen3_4b_base,predictor,other,14,gain,2044,28.206602378230553
qwen3_4b_base,predictor,other,15,gain,2044,23.347265721629814
qwen3_4b_base,predictor,other,16,gain,2044,39.75655841564488
qwen3_4b_base,predictor,other,17,gain,2044,35.11333935453574
qwen3_4b_base,predictor,other,18,gain,2044,53.6173247120308
qwen3_4b_base,predictor,other,19,gain,2043,26.27834912411663
qwen3_4b_base,predictor,other,20,gain,2043,49.36158710256072
qwen3_4b_base,predictor,other,21,gain,2043,35.810084082351146
qwen3_4b_base,predictor,other,22,gain,2044,22.748635590931066
qwen3_4b_base,predictor,other,23,gain,2043,29.556773364340188
qwen3_4b_base,predictor,other,24,gain,2043,56.86827635042505
qwen3_4b_base,predictor,other,25,gain,2044,47.559445534592825
qwen3_4b_base,predictor,other,26,gain,2044,51.65502499250715
qwen3_4b_base,predictor,other,27,gain,2044,51.49246978410246
qwen3_4b_base,predictor,other,28,gain,2044,53.17784774327083
qwen3_4b_base,predictor,other,29,gain,2043,69.83433204563184
qwen3_4b_base,predictor,other,30,gain,2045,38.086686279664264
qwen3_4b_base,predictor,other,31,gain,2044,39.852565283034586
qwen3_4b_base,predictor,other,32,gain,2044,47.2678343173784
qwen3_4b_base,predictor,other,33,gain,2045,48.53873383117359
qwen3_4b_base,predictor,other,34,gain,2043,51.2020231890173
qwen3_4b_base,predictor,other,35,gain,2041,43.92465680324286
qwen3_4b_base,predictor,other,36,gain,2044,38.18459418415614
qwen3_4b_base,predictor,other,37,gain,2044,57.72844206639046
qwen3_4b_base,predictor,other,38,gain,2044,44.53701550488849
qwen3_4b_base,predictor,other,39,gain,2044,53.95004741374821
qwen3_4b_base,predictor,other,40,gain,2045,41.26457615841075
qwen3_4b_base,predictor,other,41,gain,2045,35.80927315969468
qwen3_4b_base,predictor,other,42,gain,2044,41.86893294896758
qwen3_4b_base,predictor,other,43,gain,2045,61.62234290761747
qwen3_4b_base,predictor,other,44,gain,2044,30.61503795882011
qwen3_4b_base,predictor,other,45,gain,2044,58.405659052749414
qwen3_4b_base,predictor,other,46,gain,2042,40.97305768453043
qwen3_4b_base,predictor,other,47,gain,2044,66.11815472590581
qwen3_4b_base,predictor,other,48,gain,2044,49.08274998968788
qwen3_4b_base,predictor,other,49,gain,2044,33.728079963174125
qwen3_4b_base,predictor,other,50,gain,2044,38.677158881976844
qwen3_4b_base,predictor,other,51,gain,2045,35.174336922521434
qwen3_4b_base,predictor,other,52,gain,2045,41.86570973140017
qwen3_4b_base,predictor,other,53,gain,2045,41.39427067157408
qwen3_4b_base,predictor,other,54,gain,2044,39.974899580285935
qwen3_4b_base,predictor,other,55,gain,2043,64.32705544340237
qwen3_4b_base,predictor,other,56,gain,2044,37.90333057449668
qwen3_4b_base,predictor,other,57,gain,2044,48.099511773589256
qwen3_4b_base,predictor,other,58,gain,2045,44.34452080874931
qwen3_4b_base,predictor,other,59,gain,2042,42.73955732536191
qwen3_4b_base,predictor,other,60,gain,2044,50.8483302416048
qwen3_4b_base,predictor,other,61,gain,2044,38.12111197171801
qwen3_4b_base,predictor,other,62,gain,2044,44.329733778184774
qwen3_4b_base,predictor,other,63,gain,2045,49.716932521463306
qwen3_4b_base,predictor,other,0,offset_spec,2044,-5.142951643779952
qwen3_4b_base,predictor,other,1,offset_spec,2044,31.866430441974444
qwen3_4b_base,predictor,other,2,offset_spec,2044,-14.628078125997492
qwen3_4b_base,predictor,other,3,offset_spec,2044,18.63874267703887
qwen3_4b_base,predictor,other,4,offset_spec,2044,-1.1796797847985854
qwen3_4b_base,predictor,other,5,offset_spec,2043,-15.714229206013592
qwen3_4b_base,predictor,other,6,offset_spec,2044,12.31800362728639
qwen3_4b_base,predictor,other,7,offset_spec,2044,-19.546333315259975
qwen3_4b_base,predictor,other,8,offset_spec,2044,10.68559798400717
qwen3_4b_base,predictor,other,9,offset_spec,2044,13.16401353651609
qwen3_4b_base,predictor,other,10,offset_spec,2044,11.494389691508033
qwen3_4b_base,predictor,other,11,offset_spec,2045,-18.729737413817553
qwen3_4b_base,predictor,other,12,offset_spec,2045,15.93050271832878
qwen3_4b_base,predictor,other,13,offset_spec,2044,-6.067717676795086
qwen3_4b_base,predictor,other,14,offset_spec,2044,-14.557992662367418
qwen3_4b_base,predictor,other,15,offset_spec,2044,-30.440873576394857
qwen3_4b_base,predictor,other,16,offset_spec,2044,-1.1174574046502421
qwen3_4b_base,predictor,other,17,offset_spec,2044,-13.073820032035048
qwen3_4b_base,predictor,other,18,offset_spec,2044,5.6557575207445225
qwen3_4b_base,predictor,other,19,offset_spec,2043,-16.75237886546347
qwen3_4b_base,predictor,other,20,offset_spec,2043,-8.018062033712724
qwen3_4b_base,predictor,other,21,offset_spec,2043,11.430824259107489
qwen3_4b_base,predictor,other,22,offset_spec,2044,-5.750913647142019
qwen3_4b_base,predictor,other,23,offset_spec,2043,-29.427382973386408
qwen3_4b_base,predictor,other,24,offset_spec,2043,8.022229665697829
qwen3_4b_base,predictor,other,25,offset_spec,2044,3.403480983157804
qwen3_4b_base,predictor,other,26,offset_spec,2044,11.871307797561407
qwen3_4b_base,predictor,other,27,offset_spec,2044,-7.2796153256537455
qwen3_4b_base,predictor,other,28,offset_spec,2044,8.760822702915902
qwen3_4b_base,predictor,other,29,offset_spec,2043,-9.980002131117242
qwen3_4b_base,predictor,other,30,offset_spec,2045,-23.866619054287337
qwen3_4b_base,predictor,other,31,offset_spec,2044,-16.618029661108572
qwen3_4b_base,predictor,other,32,offset_spec,2044,-8.760225640428871
qwen3_4b_base,predictor,other,33,offset_spec,2045,-30.20482609920782
qwen3_4b_base,predictor,other,34,offset_spec,2043,0.1717034421155823
qwen3_4b_base,predictor,other,35,offset_spec,2041,-5.330411979360023
qwen3_4b_base,predictor,other,36,offset_spec,2044,10.744242116298208
qwen3_4b_base,predictor,other,37,offset_spec,2044,23.02082384202479
qwen3_4b_base,predictor,other,38,offset_spec,2044,-15.461824206019578
qwen3_4b_base,predictor,other,39,offset_spec,2044,10.189009685585955
qwen3_4b_base,predictor,other,40,offset_spec,2045,-36.13136277163134
qwen3_4b_base,predictor,other,41,offset_spec,2045,3.171322206078459
qwen3_4b_base,predictor,other,42,offset_spec,2044,-11.230369061241884
qwen3_4b_base,predictor,other,43,offset_spec,2045,3.4919643825620974
qwen3_4b_base,predictor,other,44,offset_spec,2044,-25.62606057637428
qwen3_4b_base,predictor,other,45,offset_spec,2044,5.010786516162555
qwen3_4b_base,predictor,other,46,offset_spec,2042,1.1548506068781235
qwen3_4b_base,predictor,other,47,offset_spec,2044,-3.922181664321786
qwen3_4b_base,predictor,other,48,offset_spec,2044,-18.104713510276113
qwen3_4b_base,predictor,other,49,offset_spec,2044,-30.892206835970384
qwen3_4b_base,predictor,other,50,offset_spec,2044,2.2619954070457142
qwen3_4b_base,predictor,other,51,offset_spec,2045,-21.479903390766296
qwen3_4b_base,predictor,other,52,offset_spec,2045,-23.10975659238496
qwen3_4b_base,predictor,other,53,offset_spec,2045,14.395706053376609
qwen3_4b_base,predictor,other,54,offset_spec,2044,-4.5439603703048315
qwen3_4b_base,predictor,other,55,offset_spec,2043,16.797421140406456
qwen3_4b_base,predictor,other,56,offset_spec,2044,-7.4273397177676115
qwen3_4b_base,predictor,other,57,offset_spec,2044,-1.2634942825764792
qwen3_4b_base,predictor,other,58,offset_spec,2045,29.576802016698217
qwen3_4b_base,predictor,other,59,offset_spec,2042,-7.950612680110071
qwen3_4b_base,predictor,other,60,offset_spec,2044,-1.1179362244749136
qwen3_4b_base,predictor,other,61,offset_spec,2044,-15.278084869999779
qwen3_4b_base,predictor,other,62,offset_spec,2044,-11.67679019137116
qwen3_4b_base,predictor,other,63,offset_spec,2045,6.700868594715715
qwen3_4b_base,predictor,BOS+massive,0,gain,3,-0.7289275821434179
qwen3_4b_base,predictor,BOS+massive,1,gain,3,1.4401382572638493
qwen3_4b_base,predictor,BOS+massive,2,gain,3,0.8551037311553955
qwen3_4b_base,predictor,BOS+massive,3,gain,3,-0.7160169230774045
qwen3_4b_base,predictor,BOS+massive,4,gain,3,3.8563014450088913
qwen3_4b_base,predictor,BOS+massive,5,gain,4,0.386055996020635
qwen3_4b_base,predictor,BOS+massive,6,gain,3,-0.20373391111691794
qwen3_4b_base,predictor,BOS+massive,7,gain,3,0.24529472769548497
qwen3_4b_base,predictor,BOS+massive,8,gain,3,2.6850978500927645
qwen3_4b_base,predictor,BOS+massive,9,gain,3,0.9496238374946795
qwen3_4b_base,predictor,BOS+massive,10,gain,3,0.8550565772845099
qwen3_4b_base,predictor,BOS+massive,11,gain,2,0.905856312912268
qwen3_4b_base,predictor,BOS+massive,12,gain,2,2.1393644779454917
qwen3_4b_base,predictor,BOS+massive,13,gain,3,3.152554628749688
qwen3_4b_base,predictor,BOS+massive,14,gain,3,-0.7600246416550362
