model,row,quantizer,seed,site,layer,group,group_class,observations,mean_range,scope
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,25,anchor,131072,0.09971791743578962,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,26,anchor,131072,0.1003769680939186,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,27,anchor,131072,0.10826259728235499,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,28,anchor,131072,0.10221615549397,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,29,anchor,131072,0.10919379288321096,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,30,anchor,131072,0.1011351190803822,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,31,anchor,131072,0.1073717666425722,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,32,anchor,131072,0.11147886239604787,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,33,anchor,131072,0.10401981214354805,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,34,anchor,131072,0.11287944653579274,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,35,anchor,131072,0.10024022237389829,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,36,anchor,131072,0.10900844406034338,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,37,anchor,131072,0.10245815984519879,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,38,anchor,131072,0.10231103692245824,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,39,anchor,131072,0.10095761159818295,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,40,anchor,131072,0.10044821743287713,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,41,anchor,131072,0.10567565605914808,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,42,anchor,131072,0.10607404445592294,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,43,anchor,131072,0.10414349842356074,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,44,anchor,131072,0.10781920390377309,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,45,anchor,131072,0.10588447847997884,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,46,anchor,131072,0.10313095410627682,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,47,anchor,131072,0.10399751332663953,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,48,anchor,131072,0.1093371978963873,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,49,anchor,131072,0.10202163649808682,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,50,anchor,131072,0.10763964395481906,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,51,anchor,131072,0.10398091095390782,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,52,anchor,131072,0.10811004492207132,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,53,anchor,131072,0.11045127152138434,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,54,anchor,131072,0.10483711246381944,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,55,anchor,131072,0.10642157413767706,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,56,anchor,131072,0.10155907781826556,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,57,anchor,131072,0.10483247652732075,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,58,anchor,131072,0.10528808220094987,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,59,anchor,131072,0.09990834739279109,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,60,anchor,131072,0.10467319661626817,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,61,anchor,131072,0.10349616222052305,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,62,anchor,131072,0.10930469569878198,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,63,anchor,131072,0.1051130663784221,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,64,anchor,131072,0.10414691682770894,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,65,anchor,131072,0.10204492141683374,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,66,anchor,131072,0.10940277660900932,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,67,anchor,131072,0.11269890543994165,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,68,anchor,131072,0.10169768019096637,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,69,anchor,131072,0.10716354657451888,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,70,anchor,131072,0.10769456289540358,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,71,anchor,131072,0.10517420806358047,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,72,anchor,131072,0.1063260564315911,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,73,anchor,131072,0.10133117550836346,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,74,anchor,131072,0.10447779269224355,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,0,75,anchor,131072,0.10739931374560285,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,0,anchor,131072,0.05543920500366539,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,1,anchor,131072,0.06750106008136925,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,2,anchor,131072,0.0593380299769759,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,3,anchor,131072,0.06424001207031083,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,4,anchor,131072,0.05036388883002019,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,5,anchor,131072,0.059170262681451646,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,6,anchor,131072,0.06124626669728883,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,7,anchor,131072,0.06229026935555737,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,8,anchor,131072,0.07671971793258336,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,9,anchor,131072,0.06001274722586558,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,10,anchor,131072,0.0573304888565076,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,11,anchor,131072,0.05727027286170383,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,12,anchor,131072,0.05150485647433101,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,13,anchor,131072,0.05831762771846272,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,14,anchor,131072,0.05587697559305127,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,15,anchor,131072,0.05589859245729123,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,16,anchor,131072,0.0558441351485186,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,17,anchor,131072,0.0584884449233769,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,18,anchor,131072,0.06377164548143455,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,19,anchor,131072,0.053942354026379036,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,20,anchor,131072,0.0549580363115858,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,21,anchor,131072,0.061396700022317674,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,22,anchor,131072,0.06317377582568184,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,23,anchor,131072,0.05329241934827422,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,24,anchor,131072,0.061807617327596986,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,25,anchor,131072,0.06063656778923843,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,26,anchor,131072,0.06499957002946388,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,27,anchor,131072,0.06797286165191352,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,28,anchor,131072,0.06340088542576794,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,29,anchor,131072,0.06189945861154911,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,30,anchor,131072,0.05728290652354673,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,31,anchor,131072,0.06936091881417461,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,32,anchor,131072,0.06653357419324202,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,33,anchor,131072,0.06233866325716875,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,34,anchor,131072,0.059897191896610025,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,35,anchor,131072,0.05169901443193048,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,36,anchor,131072,0.05708339847570798,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,37,anchor,131072,0.06119912581020692,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,38,anchor,131072,0.0612759049769096,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,39,anchor,131072,0.06079196010044541,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,40,anchor,131072,0.06884510003452604,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,41,anchor,131072,0.07397015589778277,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,42,anchor,131072,0.05766035336802133,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,43,anchor,131072,0.06596068209856298,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,44,anchor,131072,0.060850021005041555,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,45,anchor,131072,0.06109371487457693,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,46,anchor,131072,0.06066806154992577,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,47,anchor,131072,0.06233095807900213,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,48,anchor,131072,0.0603349880563222,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,49,anchor,131072,0.06590233248139299,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,50,anchor,131072,0.06593663238592029,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,51,anchor,131072,0.06031121791751559,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,52,anchor,131072,0.06312895386266959,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,53,anchor,131072,0.05933947292077946,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,54,anchor,131072,0.05571778354880408,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,55,anchor,131072,0.056828762210908934,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,56,anchor,131072,0.06339172871869536,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,57,anchor,131072,0.060819926095982524,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,58,anchor,131072,0.053300893656683,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,59,anchor,131072,0.050177678764722344,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,60,anchor,131072,0.05362758048003258,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,61,anchor,131072,0.06223659234564494,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,62,anchor,131072,0.05897476902653409,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,63,anchor,131072,0.06842476520935037,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,64,anchor,131072,0.055888987444923544,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,65,anchor,131072,0.073289884871798,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,66,anchor,131072,0.06120730130952445,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,67,anchor,131072,0.0698639170065114,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,68,anchor,131072,0.07290560403852453,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,69,anchor,131072,0.05890108459125898,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,70,anchor,131072,0.06154464217729583,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,71,anchor,131072,0.0695327557598091,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,72,anchor,131072,0.05485584503749763,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,73,anchor,131072,0.06830676342479869,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,74,anchor,131072,0.07039506467456391,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,1,75,anchor,131072,0.06433514293280851,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,0,anchor,131072,0.06105350746901195,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,1,anchor,131072,0.06490642452190087,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,2,anchor,131072,0.05941569122195034,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,3,anchor,131072,0.07284609565370914,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,4,anchor,131072,0.06779344297142131,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,5,anchor,131072,0.07544491347848137,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,6,anchor,131072,0.06749757351415298,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,7,anchor,131072,0.07561407113494312,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,8,anchor,131072,0.06437709152241666,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,9,anchor,131072,0.06543975277122627,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,10,anchor,131072,0.07984314432285089,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,11,anchor,131072,0.07165746744495038,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,12,anchor,131072,0.07452769589428243,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,13,anchor,131072,0.07028034106316738,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,14,anchor,131072,0.07704208593395379,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,15,anchor,131072,0.07463595539188717,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,16,anchor,131072,0.07211654002625068,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,17,anchor,131072,0.06554761376227702,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,18,anchor,131072,0.07738736409499225,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,19,anchor,131072,0.06727029100530402,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,20,anchor,131072,0.07674549302232947,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,21,anchor,131072,0.07048413105098916,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,22,anchor,131072,0.06848660607964163,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,23,anchor,131072,0.06588198895336461,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,24,anchor,131072,0.07242900453485746,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,25,anchor,131072,0.07941638514938631,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,26,anchor,131072,0.07186291790664256,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,27,anchor,131072,0.074590826797575,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,28,anchor,131072,0.06854905315532633,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,29,anchor,131072,0.0753490823835321,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,30,anchor,131072,0.07193058184910228,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,31,anchor,131072,0.07741676008052423,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,32,anchor,131072,0.07547220699961343,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,33,anchor,131072,0.07106577945718584,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,34,anchor,131072,0.06823632825154036,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,35,anchor,131072,0.0689468044566297,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,36,anchor,131072,0.06701456951970641,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,37,anchor,131072,0.07223043397564766,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,38,anchor,131072,0.06795794483610251,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,39,anchor,131072,0.07951587053919695,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,40,anchor,131072,0.07309531632808586,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,41,anchor,131072,0.07146604652640676,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,42,anchor,131072,0.06761868150582018,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,43,anchor,131072,0.07347721704288546,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,44,anchor,131072,0.07435921069915352,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,45,anchor,131072,0.07823155976326746,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,46,anchor,131072,0.06864491578615173,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,47,anchor,131072,0.07881288137784637,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,48,anchor,131072,0.07600112577209472,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,49,anchor,131072,0.07186924779532688,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,50,anchor,131072,0.07561790293967618,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,2,51,anchor,131072,0.0693835801593643,common_unquantized_bf16_forward
