model,site,layer,sequence_index,token_position,projection_v1,projection_v2,bos_excluded
llama32_3b,down_input,1,53,416,-0.29168504,-0.101846,True
llama32_3b,down_input,1,53,448,-0.31884834,-0.10389725,True
llama32_3b,down_input,1,53,480,-0.17058504,-0.054475762,True
llama32_3b,down_input,1,53,512,-0.23715754,-0.094895326,True
llama32_3b,down_input,1,53,544,-0.26308253,-0.09323729,True
llama32_3b,down_input,1,53,576,-0.30983365,-0.15822583,True
llama32_3b,down_input,1,53,608,-0.2739301,0.009639457,True
llama32_3b,down_input,1,53,640,-0.24165621,-0.07088856,True
llama32_3b,down_input,1,53,672,-0.36542952,-0.14669631,True
llama32_3b,down_input,1,53,704,-0.20022207,-0.09056708,True
llama32_3b,down_input,1,53,736,-0.3246436,-0.11615176,True
llama32_3b,down_input,1,53,768,-0.24566375,-0.083883904,True
llama32_3b,down_input,1,53,800,-0.30532986,-0.07016398,True
llama32_3b,down_input,1,53,832,-0.26723316,-0.09658954,True
llama32_3b,down_input,1,53,864,-0.40324345,-0.0018226176,True
llama32_3b,down_input,1,53,896,-0.31683114,-0.1261656,True
llama32_3b,down_input,1,53,928,-0.2056736,0.49738383,True
llama32_3b,down_input,1,53,960,-0.23225535,-0.10006604,True
llama32_3b,down_input,1,53,992,-0.27133584,-0.01798335,True
llama32_3b,down_input,1,53,1024,-0.29215896,-0.027481325,True
llama32_3b,down_input,1,53,1056,-0.16115326,-0.083644696,True
llama32_3b,down_input,1,53,1088,-0.25970232,0.038227305,True
llama32_3b,down_input,1,53,1120,-0.23593938,0.06468594,True
llama32_3b,down_input,1,53,1152,-0.31027666,-0.10355842,True
llama32_3b,down_input,1,53,1184,-0.30408248,-0.123667136,True
llama32_3b,down_input,1,53,1216,-0.3072671,-0.0072574387,True
llama32_3b,down_input,1,53,1248,-0.20871785,0.107019596,True
llama32_3b,down_input,1,53,1280,-0.3633557,-0.14701001,True
llama32_3b,down_input,1,53,1312,-0.13565484,-0.028117625,True
llama32_3b,down_input,1,53,1344,-0.23165445,-0.087423846,True
llama32_3b,down_input,1,53,1376,-0.17859581,-0.09034611,True
llama32_3b,down_input,1,53,1408,-0.19437443,0.010136113,True
llama32_3b,down_input,1,53,1440,-0.17109354,-0.05145893,True
llama32_3b,down_input,1,53,1472,-0.26944143,-0.025447559,True
llama32_3b,down_input,1,53,1504,-0.24191064,-0.06582528,True
llama32_3b,down_input,1,53,1536,-0.29112425,-0.010478754,True
llama32_3b,down_input,1,53,1568,-0.29697442,-0.1016346,True
llama32_3b,down_input,1,53,1600,-0.17295508,-0.07826395,True
llama32_3b,down_input,1,53,1632,-0.2375901,-0.039910756,True
llama32_3b,down_input,1,53,1664,-0.20451091,0.115797795,True
llama32_3b,down_input,1,53,1696,-0.26990116,-0.10861143,True
llama32_3b,down_input,1,53,1728,-0.2579287,-0.104923256,True
llama32_3b,down_input,1,53,1760,-0.28388944,-0.07595257,True
llama32_3b,down_input,1,53,1792,-0.24045107,-0.057782464,True
llama32_3b,down_input,1,53,1824,-0.176314,-0.015276596,True
llama32_3b,down_input,1,53,1856,-0.3496893,-0.068517804,True
llama32_3b,down_input,1,53,1888,-0.22623135,-0.11670624,True
llama32_3b,down_input,1,53,1920,-0.27412957,0.044919096,True
llama32_3b,down_input,1,53,1952,-0.30154592,-0.07874925,True
llama32_3b,down_input,1,53,1984,-0.3542802,-0.037105065,True
llama32_3b,down_input,1,53,2016,-0.19485518,-0.032947194,True
llama32_3b,down_input,1,54,32,-0.26164153,-0.10519406,True
llama32_3b,down_input,1,54,64,-0.3915306,-0.234771,True
llama32_3b,down_input,1,54,96,-0.1904632,0.28754905,True
llama32_3b,down_input,1,54,128,-0.25093675,-0.050130103,True
llama32_3b,down_input,1,54,160,-0.28747985,-0.08663704,True
llama32_3b,down_input,1,54,192,-0.19233888,-0.1652218,True
llama32_3b,down_input,1,54,224,-0.2964892,0.0365386,True
llama32_3b,down_input,1,54,256,-0.23297726,-0.11079968,True
llama32_3b,down_input,1,54,288,-0.20213233,0.16323255,True
llama32_3b,down_input,1,54,320,-0.26264414,-0.009913415,True
llama32_3b,down_input,1,54,352,-0.2631125,-0.050639242,True
llama32_3b,down_input,1,54,384,-0.31045464,-0.0051397574,True
llama32_3b,down_input,1,54,416,-0.31191975,-0.018265279,True
llama32_3b,down_input,1,54,448,-0.22237231,-0.12355242,True
llama32_3b,down_input,1,54,480,-0.1984997,-0.07865424,True
llama32_3b,down_input,1,54,512,-0.24834843,-0.13507122,True
llama32_3b,down_input,1,54,544,-0.26817632,-0.14477044,True
llama32_3b,down_input,1,54,576,-0.2615622,0.07485432,True
llama32_3b,down_input,1,54,608,-0.27681044,-0.20189911,True
llama32_3b,down_input,1,54,640,-0.20752555,-0.09560001,True
llama32_3b,down_input,1,54,672,-0.2993167,-0.03588328,True
llama32_3b,down_input,1,54,704,-0.23588063,0.41115153,True
llama32_3b,down_input,1,54,736,-0.2942395,-0.025972364,True
llama32_3b,down_input,1,54,768,-0.26212186,-0.013519503,True
llama32_3b,down_input,1,54,800,-0.24340864,-0.035256058,True
llama32_3b,down_input,1,54,832,-0.2973259,-0.040074877,True
llama32_3b,down_input,1,54,864,-0.25341383,0.03945251,True
llama32_3b,down_input,1,54,896,-0.17649086,0.08111698,True
llama32_3b,down_input,1,54,928,-0.34680474,-0.025496477,True
llama32_3b,down_input,1,54,960,-0.21513475,-0.07716848,True
llama32_3b,down_input,1,54,992,-0.2515973,-0.10391625,True
llama32_3b,down_input,1,54,1024,-0.21045159,-0.03461519,True
llama32_3b,down_input,1,54,1056,-0.2562188,-0.15549418,True
llama32_3b,down_input,1,54,1088,-0.2322495,0.010876853,True
llama32_3b,down_input,1,54,1120,-0.24585153,-0.114551574,True
llama32_3b,down_input,1,54,1152,-0.3183568,-0.058879614,True
llama32_3b,down_input,1,54,1184,-0.2519987,-0.009168769,True
llama32_3b,down_input,1,54,1216,-0.1956447,-0.12351275,True
llama32_3b,down_input,1,54,1248,-0.16852799,-0.04520227,True
llama32_3b,down_input,1,54,1280,-0.26668796,-0.034320436,True
llama32_3b,down_input,1,54,1312,-0.3275006,-0.106458746,True
llama32_3b,down_input,1,54,1344,-0.2052804,0.2022795,True
llama32_3b,down_input,1,54,1376,-0.25474766,-0.008703726,True
llama32_3b,down_input,1,54,1408,-0.17706805,0.0050984146,True
llama32_3b,down_input,1,54,1440,-0.19046879,-0.058766127,True
llama32_3b,down_input,1,54,1472,-0.4235095,-0.026761686,True
llama32_3b,down_input,1,54,1504,-0.30224174,-0.04512334,True
llama32_3b,down_input,1,54,1536,-0.27530485,-0.12248723,True
llama32_3b,down_input,1,54,1568,-0.20976445,-0.077728875,True
llama32_3b,down_input,1,54,1600,-0.17200994,0.045292348,True
llama32_3b,down_input,1,54,1632,-0.24836336,-0.11997533,True
llama32_3b,down_input,1,54,1664,-0.2605458,-0.17278138,True
llama32_3b,down_input,1,54,1696,-0.3033844,-0.01645036,True
llama32_3b,down_input,1,54,1728,-0.20712572,-0.093498066,True
llama32_3b,down_input,1,54,1760,-0.2813407,-0.0010001803,True
llama32_3b,down_input,1,54,1792,-0.26758033,-0.06982028,True
llama32_3b,down_input,1,54,1824,-0.27311164,-0.034458015,True
llama32_3b,down_input,1,54,1856,-0.1958565,-0.05370376,True
llama32_3b,down_input,1,54,1888,-0.20646697,-0.055393286,True
llama32_3b,down_input,1,54,1920,-0.25826782,-0.07682701,True
llama32_3b,down_input,1,54,1952,-0.17146477,0.06849532,True
llama32_3b,down_input,1,54,1984,-0.2977917,-0.027829114,True
llama32_3b,down_input,1,54,2016,-0.2860562,-0.061692327,True
llama32_3b,down_input,1,55,32,-0.24727052,-0.08702401,True
llama32_3b,down_input,1,55,64,-0.24175338,-0.09141033,True
llama32_3b,down_input,1,55,96,-0.19032316,-0.09479945,True
llama32_3b,down_input,1,55,128,-0.28628513,-0.13228066,True
llama32_3b,down_input,1,55,160,-0.20660882,-0.056766063,True
llama32_3b,down_input,1,55,192,-0.3357173,-0.056078345,True
llama32_3b,down_input,1,55,224,-0.1901759,0.023014752,True
llama32_3b,down_input,1,55,256,-0.19655165,-0.036027625,True
llama32_3b,down_input,1,55,288,-0.3169255,-0.09447355,True
llama32_3b,down_input,1,55,320,-0.38946196,-0.118910655,True
llama32_3b,down_input,1,55,352,-0.15603101,0.046879325,True
llama32_3b,down_input,1,55,384,-0.25090617,-0.10481199,True
llama32_3b,down_input,1,55,416,-0.17014849,-0.07551807,True
llama32_3b,down_input,1,55,448,-0.29768983,-0.015642084,True
llama32_3b,down_input,1,55,480,-0.32869962,-0.18343873,True
llama32_3b,down_input,1,55,512,-0.27737987,-0.110962726,True
llama32_3b,down_input,1,55,544,-0.26028028,0.07712077,True
llama32_3b,down_input,1,55,576,-0.27882367,0.41170266,True
llama32_3b,down_input,1,55,608,-0.3219481,-0.11027252,True
llama32_3b,down_input,1,55,640,-0.2432864,-0.07896353,True
llama32_3b,down_input,1,55,672,-0.30063364,0.17432392,True
llama32_3b,down_input,1,55,704,-0.1908497,-0.073322706,True
llama32_3b,down_input,1,55,736,-0.35453975,-0.06788971,True
llama32_3b,down_input,1,55,768,-0.24185652,-0.06919042,True
llama32_3b,down_input,1,55,800,-0.30370757,-0.063213184,True
llama32_3b,down_input,1,55,832,-0.3311298,0.051983092,True
llama32_3b,down_input,1,55,864,-0.33823118,-0.14102904,True
llama32_3b,down_input,1,55,896,-0.22526947,-0.09062388,True
llama32_3b,down_input,1,55,928,-0.2762816,-0.066500515,True
llama32_3b,down_input,1,55,960,-0.27041408,-0.09269377,True
llama32_3b,down_input,1,55,992,-0.15985858,-0.050071653,True
llama32_3b,down_input,1,55,1024,-0.23857157,-0.098433055,True
llama32_3b,down_input,1,55,1056,-0.23988406,-0.0036909673,True
llama32_3b,down_input,1,55,1088,-0.28330827,-0.12209879,True
llama32_3b,down_input,1,55,1120,-0.3297328,-0.06294954,True
llama32_3b,down_input,1,55,1152,-0.2673584,-0.023019627,True
llama32_3b,down_input,1,55,1184,-0.30057463,-0.0012208833,True
llama32_3b,down_input,1,55,1216,-0.24629688,0.013353602,True
llama32_3b,down_input,1,55,1248,-0.1882082,-0.06574489,True
llama32_3b,down_input,1,55,1280,-0.19078974,-0.03249326,True
llama32_3b,down_input,1,55,1312,-0.2299808,-0.06632765,True
llama32_3b,down_input,1,55,1344,-0.42485917,-0.21522476,True
llama32_3b,down_input,1,55,1376,-0.20403898,0.37169045,True
llama32_3b,down_input,1,55,1408,-0.2593374,0.42361847,True
llama32_3b,down_input,1,55,1440,-0.40144572,-0.18516105,True
llama32_3b,down_input,1,55,1472,-0.19265002,-0.09221945,True
llama32_3b,down_input,1,55,1504,-0.26737592,-0.068503484,True
llama32_3b,down_input,1,55,1536,-0.20783216,-0.033889722,True
llama32_3b,down_input,1,55,1568,-0.20504743,-0.011008191,True
llama32_3b,down_input,1,55,1600,-0.17456903,-0.08644083,True
llama32_3b,down_input,1,55,1632,-0.24532749,-0.10833562,True
llama32_3b,down_input,1,55,1664,-0.20010218,0.100926064,True
llama32_3b,down_input,1,55,1696,-0.3736596,0.0005112212,True
llama32_3b,down_input,1,55,1728,-0.31113923,-0.0006262611,True
llama32_3b,down_input,1,55,1760,-0.3002383,-0.07810403,True
llama32_3b,down_input,1,55,1792,-0.19196644,0.0050763246,True
llama32_3b,down_input,1,55,1824,-0.37459096,-0.10679212,True
llama32_3b,down_input,1,55,1856,-0.33739197,-0.03878294,True
llama32_3b,down_input,1,55,1888,-0.22541541,0.13249987,True
llama32_3b,down_input,1,55,1920,-0.31260103,-0.013916459,True
llama32_3b,down_input,1,55,1952,-0.34813303,0.35099554,True
llama32_3b,down_input,1,55,1984,-0.29999384,-0.04956273,True
llama32_3b,down_input,1,55,2016,-0.3499073,-0.039084908,True
llama32_3b,down_input,1,56,32,-0.2946348,0.00784944,True
llama32_3b,down_input,1,56,64,-0.15494831,0.034684032,True
llama32_3b,down_input,1,56,96,-0.393153,0.11271377,True
llama32_3b,down_input,1,56,128,-0.36039284,-0.09624939,True
llama32_3b,down_input,1,56,160,-0.27198684,0.45434517,True
llama32_3b,down_input,1,56,192,-0.28868985,0.4218273,True
llama32_3b,down_input,1,56,224,-0.34658232,-0.15850714,True
llama32_3b,down_input,1,56,256,-0.3764342,-0.11504647,True
llama32_3b,down_input,1,56,288,-0.4381157,-0.15395169,True
llama32_3b,down_input,1,56,320,-0.16250426,-0.0145221995,True
llama32_3b,down_input,1,56,352,-0.22124055,-0.06732497,True
llama32_3b,down_input,1,56,384,-0.3048346,-0.024664273,True
llama32_3b,down_input,1,56,416,-0.2717644,-0.01932233,True
llama32_3b,down_input,1,56,448,-0.21021084,0.12694256,True
llama32_3b,down_input,1,56,480,-0.32498798,0.035071153,True
llama32_3b,down_input,1,56,512,-0.35214207,0.016944164,True
llama32_3b,down_input,1,56,544,-0.2584192,0.06622042,True
llama32_3b,down_input,1,56,576,-0.20857246,0.111862965,True
llama32_3b,down_input,1,56,608,-0.24497543,0.55403143,True
llama32_3b,down_input,1,56,640,-0.2393081,-0.026150564,True
llama32_3b,down_input,1,56,672,-0.28804174,-0.026818391,True
llama32_3b,down_input,1,56,704,-0.29406545,-0.1451468,True
llama32_3b,down_input,1,56,736,-0.27502203,-0.022207575,True
llama32_3b,down_input,1,56,768,-0.29719764,-0.17737538,True
llama32_3b,down_input,1,56,800,-0.36573714,0.04018163,True
llama32_3b,down_input,1,56,832,-0.22265753,-0.04867887,True
llama32_3b,down_input,1,56,864,-0.28518787,-0.09836203,True
llama32_3b,down_input,1,56,896,-0.30569875,-0.048250414,True
llama32_3b,down_input,1,56,928,-0.31257722,-0.049588945,True
llama32_3b,down_input,1,56,960,-0.23406252,0.011692394,True
llama32_3b,down_input,1,56,992,-0.2773938,-0.10123549,True
llama32_3b,down_input,1,56,1024,-0.2290728,-0.032857753,True
llama32_3b,down_input,1,56,1056,-0.26528114,-0.106457755,True
llama32_3b,down_input,1,56,1088,-0.21892798,0.5264317,True
llama32_3b,down_input,1,56,1120,-0.34823635,-0.13130938,True
llama32_3b,down_input,1,56,1152,-0.19004312,-0.09902562,True
llama32_3b,down_input,1,56,1184,-0.18666121,0.08251361,True
llama32_3b,down_input,1,56,1216,-0.33166975,-0.12822264,True
llama32_3b,down_input,1,56,1248,-0.25234917,-0.0438221,True
llama32_3b,down_input,1,56,1280,-0.2152116,0.5074776,True
llama32_3b,down_input,1,56,1312,-0.2983428,-0.0679189,True
llama32_3b,down_input,1,56,1344,-0.25376886,-0.12249676,True
llama32_3b,down_input,1,56,1376,-0.3551123,-0.15243885,True
llama32_3b,down_input,1,56,1408,-0.16210711,-0.08900359,True
llama32_3b,down_input,1,56,1440,-0.15678549,0.13144733,True
llama32_3b,down_input,1,56,1472,-0.23935214,0.17717029,True
llama32_3b,down_input,1,56,1504,-0.3945881,-0.028863316,True
llama32_3b,down_input,1,56,1536,-0.2672802,-0.043809544,True
llama32_3b,down_input,1,56,1568,-0.24390726,0.6273504,True
llama32_3b,down_input,1,56,1600,-0.15464292,-0.08966129,True
llama32_3b,down_input,1,56,1632,-0.35702407,-0.004753121,True
llama32_3b,down_input,1,56,1664,-0.17442848,0.115962334,True
llama32_3b,down_input,1,56,1696,-0.23927656,-0.09078543,True
llama32_3b,down_input,1,56,1728,-0.3041737,-0.0162545,True
llama32_3b,down_input,1,56,1760,-0.26753527,-0.04066154,True
llama32_3b,down_input,1,56,1792,-0.3096665,0.016304176,True
llama32_3b,down_input,1,56,1824,-0.2400982,-0.066475555,True
llama32_3b,down_input,1,56,1856,-0.2671287,0.025840702,True
llama32_3b,down_input,1,56,1888,-0.26587123,-0.006325719,True
llama32_3b,down_input,1,56,1920,-0.33347228,-0.08157416,True
llama32_3b,down_input,1,56,1952,-0.3066408,-0.06749706,True
llama32_3b,down_input,1,56,1984,-0.18171552,0.058599893,True
llama32_3b,down_input,1,56,2016,-0.28912473,-0.030972542,True
llama32_3b,down_input,1,57,32,-0.19305871,-0.12432941,True
llama32_3b,down_input,1,57,64,-0.1967392,0.07460064,True
llama32_3b,down_input,1,57,96,-0.18865223,0.52824426,True
llama32_3b,down_input,1,57,128,-0.23444276,-0.15038997,True
llama32_3b,down_input,1,57,160,-0.36415297,-0.06517846,True
llama32_3b,down_input,1,57,192,-0.25683814,-0.0602501,True
llama32_3b,down_input,1,57,224,-0.23431744,0.0143854255,True
llama32_3b,down_input,1,57,256,-0.2272882,0.033523425,True
llama32_3b,down_input,1,57,288,-0.22035643,-0.06020402,True
llama32_3b,down_input,1,57,320,-0.299301,-0.18678762,True
llama32_3b,down_input,1,57,352,-0.15385926,0.11303344,True
llama32_3b,down_input,1,57,384,-0.23974986,-0.060841396,True
llama32_3b,down_input,1,57,416,-0.297799,0.101606704,True
llama32_3b,down_input,1,57,448,-0.14980124,0.046182144,True
llama32_3b,down_input,1,57,480,-0.20287839,0.5686381,True
llama32_3b,down_input,1,57,512,-0.28998244,-0.14251593,True
llama32_3b,down_input,1,57,544,-0.20821264,-0.018776443,True
llama32_3b,down_input,1,57,576,-0.34933496,-0.01729213,True
llama32_3b,down_input,1,57,608,-0.2679041,-0.0013474841,True
llama32_3b,down_input,1,57,640,-0.20357952,0.09615359,True
llama32_3b,down_input,1,57,672,-0.37759823,-0.15516387,True
llama32_3b,down_input,1,57,704,-0.2104945,0.064112194,True
llama32_3b,down_input,1,57,736,-0.2311674,-0.0809871,True
llama32_3b,down_input,1,57,768,-0.29128942,-0.020732773,True
llama32_3b,down_input,1,57,800,-0.371546,-0.01787503,True
llama32_3b,down_input,1,57,832,-0.26078573,0.075743705,True
llama32_3b,down_input,1,57,864,-0.30572176,0.35060626,True
llama32_3b,down_input,1,57,896,-0.29478672,-0.10536788,True
llama32_3b,down_input,1,57,928,-0.28091618,-0.06133608,True
llama32_3b,down_input,1,57,960,-0.15689883,0.062163938,True
llama32_3b,down_input,1,57,992,-0.23459692,0.063370526,True
llama32_3b,down_input,1,57,1024,-0.15133601,-0.04748546,True
llama32_3b,down_input,1,57,1056,-0.1610482,-0.060441315,True
llama32_3b,down_input,1,57,1088,-0.20808019,0.31274474,True
llama32_3b,down_input,1,57,1120,-0.21532534,0.3582263,True
llama32_3b,down_input,1,57,1152,-0.25609204,-0.083786644,True
llama32_3b,down_input,1,57,1184,-0.31742024,-0.17921443,True
llama32_3b,down_input,1,57,1216,-0.2866523,-0.12353856,True
llama32_3b,down_input,1,57,1248,-0.27303275,0.033961076,True
llama32_3b,down_input,1,57,1280,-0.2471708,-0.098241836,True
llama32_3b,down_input,1,57,1312,-0.2671411,-0.020506192,True
llama32_3b,down_input,1,57,1344,-0.36206335,0.20965824,True
llama32_3b,down_input,1,57,1376,-0.3072061,-0.0024206012,True
llama32_3b,down_input,1,57,1408,-0.23441167,-0.010842767,True
llama32_3b,down_input,1,57,1440,-0.28319868,-0.035561915,True
llama32_3b,down_input,1,57,1472,-0.20018192,-0.07641289,True
llama32_3b,down_input,1,57,1504,-0.24107993,0.0394106,True
llama32_3b,down_input,1,57,1536,-0.33356094,-0.15392278,True
llama32_3b,down_input,1,57,1568,-0.25388414,-0.07887778,True
llama32_3b,down_input,1,57,1600,-0.20638657,0.079951935,True
llama32_3b,down_input,1,57,1632,-0.1577849,-0.07649216,True
llama32_3b,down_input,1,57,1664,-0.22593006,0.08971043,True
llama32_3b,down_input,1,57,1696,-0.24314965,-0.1112121,True
llama32_3b,down_input,1,57,1728,-0.24598107,0.06547008,True
llama32_3b,down_input,1,57,1760,-0.28305754,0.009730025,True
llama32_3b,down_input,1,57,1792,-0.24837002,0.5837027,True
llama32_3b,down_input,1,57,1824,-0.32810932,0.35690814,True
llama32_3b,down_input,1,57,1856,-0.2783774,0.044144057,True
llama32_3b,down_input,1,57,1888,-0.3025927,-0.10064376,True
llama32_3b,down_input,1,57,1920,-0.3470318,-0.0020698023,True
llama32_3b,down_input,1,57,1952,-0.32003644,-0.041666344,True
llama32_3b,down_input,1,57,1984,-0.22876698,0.57434267,True
llama32_3b,down_input,1,57,2016,-0.22187316,0.078909285,True
llama32_3b,down_input,1,58,32,-0.3551594,-0.1298532,True
llama32_3b,down_input,1,58,64,-0.13466935,-0.041676287,True
llama32_3b,down_input,1,58,96,-0.13403377,-0.011922997,True
llama32_3b,down_input,1,58,128,-0.19458884,-0.076991074,True
llama32_3b,down_input,1,58,160,-0.31166837,-0.011870821,True
llama32_3b,down_input,1,58,192,-0.21536857,-0.07358877,True
llama32_3b,down_input,1,58,224,-0.3004484,-0.1640172,True
llama32_3b,down_input,1,58,256,-0.4211891,0.1703483,True
llama32_3b,down_input,1,58,288,-0.20647435,0.12802833,True
llama32_3b,down_input,1,58,320,-0.16777217,-0.10674478,True
llama32_3b,down_input,1,58,352,-0.2684811,-0.013315069,True
llama32_3b,down_input,1,58,384,-0.22132719,0.05482343,True
llama32_3b,down_input,1,58,416,-0.3181346,0.29051992,True
llama32_3b,down_input,1,58,448,-0.19775069,-0.09970574,True
llama32_3b,down_input,1,58,480,-0.32577085,-0.06163356,True
llama32_3b,down_input,1,58,512,-0.35907358,-0.06422511,True
llama32_3b,down_input,1,58,544,-0.31807113,-0.054341637,True
llama32_3b,down_input,1,58,576,-0.36414924,-0.009681221,True
llama32_3b,down_input,1,58,608,-0.29795265,-0.08733268,True
llama32_3b,down_input,1,58,640,-0.27449262,-0.015116779,True
llama32_3b,down_input,1,58,672,-0.19791223,-0.06663795,True
llama32_3b,down_input,1,58,704,-0.27291283,0.017616019,True
llama32_3b,down_input,1,58,736,-0.21472584,0.15985504,True
llama32_3b,down_input,1,58,768,-0.22575934,-0.0937752,True
llama32_3b,down_input,1,58,800,-0.3148619,-0.10260855,True
llama32_3b,down_input,1,58,832,-0.32650328,-0.021575855,True
llama32_3b,down_input,1,58,864,-0.20792732,-0.0689643,True
llama32_3b,down_input,1,58,896,-0.41348588,-0.1603169,True
llama32_3b,down_input,1,58,928,-0.2976472,-0.04332454,True
llama32_3b,down_input,1,58,960,-0.24876498,0.5251459,True
llama32_3b,down_input,1,58,992,-0.35194078,0.01677447,True
llama32_3b,down_input,1,58,1024,-0.2517706,0.61453545,True
llama32_3b,down_input,1,58,1056,-0.23863693,0.5405153,True
llama32_3b,down_input,1,58,1088,-0.24758895,-0.019630063,True
llama32_3b,down_input,1,58,1120,-0.22696836,0.13631576,True
llama32_3b,down_input,1,58,1152,-0.16649666,0.41840878,True
llama32_3b,down_input,1,58,1184,-0.20848466,-0.11340093,True
llama32_3b,down_input,1,58,1216,-0.27345797,-0.094217755,True
llama32_3b,down_input,1,58,1248,-0.27438298,-0.026499659,True
llama32_3b,down_input,1,58,1280,-0.21568672,-0.062134117,True
llama32_3b,down_input,1,58,1312,-0.11448857,-0.047573354,True
llama32_3b,down_input,1,58,1344,-0.30738816,-0.022120759,True
llama32_3b,down_input,1,58,1376,-0.24879956,0.037778802,True
llama32_3b,down_input,1,58,1408,-0.28625503,0.010879303,True
llama32_3b,down_input,1,58,1440,-0.33545947,-0.087199606,True
llama32_3b,down_input,1,58,1472,-0.17924425,-0.16459048,True
llama32_3b,down_input,1,58,1504,-0.21782665,0.14047487,True
llama32_3b,down_input,1,58,1536,-0.262129,-0.14001685,True
llama32_3b,down_input,1,58,1568,-0.36054254,-0.020891204,True
llama32_3b,down_input,1,58,1600,-0.2769845,0.6010215,True
llama32_3b,down_input,1,58,1632,-0.2847721,-0.07993502,True
llama32_3b,down_input,1,58,1664,-0.34128544,0.010149996,True
llama32_3b,down_input,1,58,1696,-0.30566666,-0.04263116,True
llama32_3b,down_input,1,58,1728,-0.1946309,-0.09205828,True
llama32_3b,down_input,1,58,1760,-0.14731194,-0.081959166,True
llama32_3b,down_input,1,58,1792,-0.23048387,-0.07098152,True
llama32_3b,down_input,1,58,1824,-0.16520162,0.069659755,True
llama32_3b,down_input,1,58,1856,-0.29759234,0.0131060835,True
llama32_3b,down_input,1,58,1888,-0.28752646,-0.03168167,True
llama32_3b,down_input,1,58,1920,-0.23026893,0.102794655,True
llama32_3b,down_input,1,58,1952,-0.33792835,-0.1192475,True
llama32_3b,down_input,1,58,1984,-0.30500367,-0.14202686,True
llama32_3b,down_input,1,58,2016,-0.16778442,0.08638929,True
llama32_3b,down_input,1,59,32,-0.33483618,0.31430665,True
llama32_3b,down_input,1,59,64,-0.29724133,-0.04815251,True
llama32_3b,down_input,1,59,96,-0.24959204,-0.0017138806,True
llama32_3b,down_input,1,59,128,-0.16032021,-0.045344826,True
llama32_3b,down_input,1,59,160,-0.18410471,-0.081800595,True
llama32_3b,down_input,1,59,192,-0.1525383,0.07923749,True
llama32_3b,down_input,1,59,224,-0.16819775,-0.048972987,True
llama32_3b,down_input,1,59,256,-0.16600096,0.017964428,True
llama32_3b,down_input,1,59,288,-0.2399324,-0.15711665,True
llama32_3b,down_input,1,59,320,-0.20645322,0.5520934,True
llama32_3b,down_input,1,59,352,-0.32704988,-0.06804938,True
llama32_3b,down_input,1,59,384,-0.18768008,0.41271043,True
llama32_3b,down_input,1,59,416,-0.32717982,-0.09835978,True
llama32_3b,down_input,1,59,448,-0.21593201,0.38993394,True
llama32_3b,down_input,1,59,480,-0.26412755,0.030588323,True
llama32_3b,down_input,1,59,512,-0.29226005,-0.07637448,True
llama32_3b,down_input,1,59,544,-0.22535539,-0.09910795,True
llama32_3b,down_input,1,59,576,-0.16744295,0.38694638,True
llama32_3b,down_input,1,59,608,-0.25795302,0.0017786385,True
llama32_3b,down_input,1,59,640,-0.33348075,-0.03540868,True
llama32_3b,down_input,1,59,672,-0.21691269,-0.117586374,True
llama32_3b,down_input,1,59,704,-0.31631452,0.0141077135,True
llama32_3b,down_input,1,59,736,-0.19101048,0.4695495,True
llama32_3b,down_input,1,59,768,-0.13763085,0.13543756,True
llama32_3b,down_input,1,59,800,-0.27041033,-0.05547699,True
llama32_3b,down_input,1,59,832,-0.19418895,-0.036597468,True
llama32_3b,down_input,1,59,864,-0.3462228,-0.058737293,True
llama32_3b,down_input,1,59,896,-0.24989586,0.0036495847,True
llama32_3b,down_input,1,59,928,-0.13287947,-0.086523406,True
llama32_3b,down_input,1,59,960,-0.24556766,-0.076084964,True
llama32_3b,down_input,1,59,992,-0.26826343,0.03016192,True
llama32_3b,down_input,1,59,1024,-0.32719746,-0.055886265,True
llama32_3b,down_input,1,59,1056,-0.17584875,-0.0399521,True
llama32_3b,down_input,1,59,1088,-0.38232678,-0.12956162,True
llama32_3b,down_input,1,59,1120,-0.36723033,-0.10072303,True
llama32_3b,down_input,1,59,1152,-0.2326404,-0.10322885,True
llama32_3b,down_input,1,59,1184,-0.32880005,-0.037781578,True
llama32_3b,down_input,1,59,1216,-0.20826136,-0.08535062,True
llama32_3b,down_input,1,59,1248,-0.2848919,-0.12023368,True
llama32_3b,down_input,1,59,1280,-0.23037456,-0.075204946,True
llama32_3b,down_input,1,59,1312,-0.25614586,-0.08594464,True
llama32_3b,down_input,1,59,1344,-0.20073308,-0.11238107,True
llama32_3b,down_input,1,59,1376,-0.19202454,0.0745542,True
llama32_3b,down_input,1,59,1408,-0.255829,-0.09912555,True
llama32_3b,down_input,1,59,1440,-0.3386988,-0.16204104,True
llama32_3b,down_input,1,59,1472,-0.23086667,-0.03796884,True
llama32_3b,down_input,1,59,1504,-0.2514482,-0.09164223,True
llama32_3b,down_input,1,59,1536,-0.20108949,-0.060418665,True
llama32_3b,down_input,1,59,1568,-0.13765872,0.11053606,True
llama32_3b,down_input,1,59,1600,-0.27452323,-0.017160017,True
llama32_3b,down_input,1,59,1632,-0.2229086,-0.13772665,True
llama32_3b,down_input,1,59,1664,-0.16502193,0.09319386,True
llama32_3b,down_input,1,59,1696,-0.15216886,0.11310751,True
llama32_3b,down_input,1,59,1728,-0.2940936,-0.09036211,True
