model,site,layer,evaluation_tokens,recaptured_raw_mean_group_range,original_E1c_raw_mean_group_range,relative_range_replay_drift,reference_status,provenance
llama31_8b,qkv,5,8192,3.5177622959017754,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,6,8192,3.245828129351139,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,7,8192,3.2105508893728256,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,8,8192,3.6318417862057686,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,9,8192,3.5606746450066566,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,10,8192,4.000580936670303,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,11,8192,3.831793889403343,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,12,8192,3.3575074896216393,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,13,8192,3.9636439383029938,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,14,8192,4.207489036023617,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,15,8192,3.837732382118702,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,16,8192,4.160519525408745,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,17,8192,3.90921588242054,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,18,8192,3.937768116593361,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,19,8192,3.9379495978355408,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,20,8192,4.185773655772209,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,21,8192,4.100907705724239,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,22,8192,4.3817670196294785,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,23,8192,4.13788004219532,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,24,8192,4.2615987583994865,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,25,8192,4.229589655995369,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,26,8192,4.253512479364872,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,27,8192,4.216827012598515,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,28,8192,4.189908318221569,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,29,8192,3.8690140917897224,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,30,8192,4.165369242429733,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
llama31_8b,qkv,31,8192,3.1069232895970345,nan,nan,no original E1c dump or per-layer reference for this model,same frozen token IDs and E1c row positions; freshly replayed bf16 values
