layer,group,module,columns,rows,hessian_sequences,dead_columns,damp,groupsize,blocksize,act_order,symmetric,cholesky_float64,hessian_dtype,product_dtype,hessian_diag_max_over_median,hessian_diag_mean_over_median,damp_over_median_diag,null_slot_diag_share,null_slot_baseline,null_space_dc_share,hessian_participation_ratio,rows_clipped,mean_shrink,clipped_row_null_slot_mass_share,unclipped_row_null_slot_mass_share
4,0,self_attn.k_proj,2048,512,128,0,40.95612716674805,128,128,False,False,False,torch.float32,torch.float32,8.411397356657163,1.4282778170604464,0.014282778170604466,0.006597444570636096,0.0078125,0.3561836127763905,5.595618906106514,512,0.7819726467132568,0.007616041228175163,nan
4,0,self_attn.v_proj,2048,512,128,0,40.95612716674805,128,128,False,False,False,torch.float32,torch.float32,8.411397356657163,1.4282778170604464,0.014282778170604466,0.006597444570636096,0.0078125,0.3561836127763905,5.595618906106514,512,0.7820898294448853,0.007940487936139107,nan
4,0,self_attn.q_proj,2048,4096,128,0,40.95612716674805,128,128,False,False,False,torch.float32,torch.float32,8.411397356657163,1.4282778170604464,0.014282778170604466,0.006597444570636096,0.0078125,0.3561836127763905,5.595618906106514,4096,0.7834179401397705,0.0075816866010427475,nan
4,1,self_attn.o_proj,4096,2048,128,0,0.006115125957876444,128,128,False,False,False,torch.float32,torch.float32,17.836085415121868,1.685298262017723,0.01685298262017723,0.008551208624970138,0.0078125,0.046474064375003836,69.8109769521632,2048,0.7290332317352295,0.007905123755335808,nan
5,0,self_attn.k_proj,2048,512,128,0,40.95703887939453,128,128,False,False,False,torch.float32,torch.float32,8.02220895816634,1.4061653496163264,0.014061653496163264,0.006640218262048579,0.0078125,0.3483926804023175,6.062666553744583,512,0.7838476300239563,0.007687273435294628,nan
5,0,self_attn.v_proj,2048,512,128,0,40.95703887939453,128,128,False,False,False,torch.float32,torch.float32,8.02220895816634,1.4061653496163264,0.014061653496163264,0.006640218262048579,0.0078125,0.3483926804023175,6.062666553744583,512,0.7849804759025574,0.007863547652959824,nan
5,0,self_attn.q_proj,2048,4096,128,0,40.95703887939453,128,128,False,False,False,torch.float32,torch.float32,8.02220895816634,1.4061653496163264,0.014061653496163264,0.006640218262048579,0.0078125,0.3483926804023175,6.062666553744583,4096,0.784106433391571,0.007665317505598068,nan
5,1,self_attn.o_proj,4096,2048,128,0,0.0057851760648190975,128,128,False,False,False,torch.float32,torch.float32,14.242846356963852,1.5035058357790432,0.015035058357790433,0.007545049526500078,0.0078125,0.04354229482743255,50.17525665151207,2048,0.7376318573951721,0.008032964542508125,nan
6,0,self_attn.k_proj,2048,512,128,0,40.95781707763672,128,128,False,False,False,torch.float32,torch.float32,7.395085405968862,1.3909917765076645,0.013909917765076645,0.006474142358199849,0.0078125,0.339508326080055,6.412430527297881,512,0.7841796875,0.007459030486643314,nan
6,0,self_attn.v_proj,2048,512,128,0,40.95781707763672,128,128,False,False,False,torch.float32,torch.float32,7.395085405968862,1.3909917765076645,0.013909917765076645,0.006474142358199849,0.0078125,0.339508326080055,6.412430527297881,512,0.7818945646286011,0.007827657274901867,nan
6,0,self_attn.q_proj,2048,4096,128,0,40.95781707763672,128,128,False,False,False,torch.float32,torch.float32,7.395085405968862,1.3909917765076645,0.013909917765076645,0.006474142358199849,0.0078125,0.339508326080055,6.412430527297881,4096,0.783449649810791,0.007693486288189888,nan
6,1,self_attn.o_proj,4096,2048,128,0,0.01247723400592804,128,128,False,False,False,torch.float32,torch.float32,9.939681654534256,1.7638760144151413,0.017638760144151413,0.00878080646978889,0.0078125,0.050500288391820775,91.01020598130542,2048,0.7428808808326721,0.007705127354711294,nan
7,0,self_attn.k_proj,2048,512,128,0,40.95821762084961,128,128,False,False,False,torch.float32,torch.float32,8.005745294529872,1.4154407490346748,0.014154407490346748,0.006618193538861476,0.0078125,0.3456054503905049,5.724698283354954,512,0.7848047018051147,0.007820416241884232,nan
7,0,self_attn.v_proj,2048,512,128,0,40.95821762084961,128,128,False,False,False,torch.float32,torch.float32,8.005745294529872,1.4154407490346748,0.014154407490346748,0.006618193538861476,0.0078125,0.3456054503905049,5.724698283354954,512,0.7834374904632568,0.007854416966438293,nan
7,0,self_attn.q_proj,2048,4096,128,0,40.95821762084961,128,128,False,False,False,torch.float32,torch.float32,8.005745294529872,1.4154407490346748,0.014154407490346748,0.006618193538861476,0.0078125,0.3456054503905049,5.724698283354954,4096,0.7839087247848511,0.007782371714711189,nan
7,1,self_attn.o_proj,4096,2048,128,0,0.009047035127878189,128,128,False,False,False,torch.float32,torch.float32,13.323486511665795,1.7365498498779197,0.017365498498779195,0.006903282737660331,0.0078125,0.0896486676532437,40.2653550052604,2048,0.7379052639007568,0.007688900455832481,nan
8,0,self_attn.k_proj,2048,512,128,0,40.958518981933594,128,128,False,False,False,torch.float32,torch.float32,8.104267752059883,1.4392363814335305,0.014392363814335306,0.0066392137624943295,0.0078125,0.35165140633298386,5.359973449954573,512,0.7830468416213989,0.007834997028112411,nan
8,0,self_attn.v_proj,2048,512,128,0,40.958518981933594,128,128,False,False,False,torch.float32,torch.float32,8.104267752059883,1.4392363814335305,0.014392363814335306,0.0066392137624943295,0.0078125,0.35165140633298386,5.359973449954573,512,0.7843164205551147,0.007736167870461941,nan
8,0,self_attn.q_proj,2048,4096,128,0,40.958518981933594,128,128,False,False,False,torch.float32,torch.float32,8.104267752059883,1.4392363814335305,0.014392363814335306,0.0066392137624943295,0.0078125,0.35165140633298386,5.359973449954573,4096,0.7832397222518921,0.007613280788064003,nan
8,1,self_attn.o_proj,4096,2048,128,0,0.011267617344856262,128,128,False,False,False,torch.float32,torch.float32,18.196038825749934,1.8600832868737076,0.018600832868737077,0.007976730104899903,0.0078125,0.06925981936239065,41.228323321748334,2048,0.7061376571655273,0.00779814925044775,nan
9,0,self_attn.k_proj,2048,512,128,0,40.9588623046875,128,128,False,False,False,torch.float32,torch.float32,8.012264654989478,1.407163328829203,0.01407163328829203,0.006471627401016288,0.0078125,0.33588734409227056,6.258434348338315,512,0.7837499976158142,0.007739395834505558,nan
9,0,self_attn.v_proj,2048,512,128,0,40.9588623046875,128,128,False,False,False,torch.float32,torch.float32,8.012264654989478,1.407163328829203,0.01407163328829203,0.006471627401016288,0.0078125,0.33588734409227056,6.258434348338315,512,0.7835742235183716,0.0077871959656476974,nan
9,0,self_attn.q_proj,2048,4096,128,0,40.9588623046875,128,128,False,False,False,torch.float32,torch.float32,8.012264654989478,1.407163328829203,0.01407163328829203,0.006471627401016288,0.0078125,0.33588734409227056,6.258434348338315,4096,0.7838476896286011,0.007791049778461456,nan
9,1,self_attn.o_proj,4096,2048,128,0,0.014280907809734344,128,128,False,False,False,torch.float32,torch.float32,11.614713713143715,1.386221142171255,0.01386221142171255,0.009102550167391588,0.0078125,0.038657026110182784,56.912628696261486,2048,0.7407519221305847,0.007492415141314268,nan
10,0,self_attn.k_proj,2048,512,128,0,40.95905303955078,128,128,False,False,False,torch.float32,torch.float32,8.47592729941758,1.4199623342602075,0.014199623342602075,0.006426859266841146,0.0078125,0.34321380656701017,5.8530834716649585,512,0.7850781083106995,0.0077571929432451725,nan
10,0,self_attn.v_proj,2048,512,128,0,40.95905303955078,128,128,False,False,False,torch.float32,torch.float32,8.47592729941758,1.4199623342602075,0.014199623342602075,0.006426859266841146,0.0078125,0.34321380656701017,5.8530834716649585,512,0.7826367020606995,0.00777619332075119,nan
10,0,self_attn.q_proj,2048,4096,128,0,40.95905303955078,128,128,False,False,False,torch.float32,torch.float32,8.47592729941758,1.4199623342602075,0.014199623342602075,0.006426859266841146,0.0078125,0.34321380656701017,5.8530834716649585,4096,0.7837499976158142,0.007623444311320782,nan
10,1,self_attn.o_proj,4096,2048,128,0,0.013940634205937386,128,128,False,False,False,torch.float32,torch.float32,15.410243085016798,1.4926488246601104,0.014926488246601104,0.00867443787768555,0.0078125,0.043380288987273405,51.17131321232849,2048,0.7379053235054016,0.00779302790760994,nan
11,0,self_attn.k_proj,2048,512,128,0,40.95919418334961,128,128,False,False,False,torch.float32,torch.float32,8.975362629637301,1.4589614858357949,0.014589614858357948,0.006435821310294335,0.0078125,0.36042148343730274,5.248285121829201,512,0.7819530963897705,0.0077255358919501305,nan
11,0,self_attn.v_proj,2048,512,128,0,40.95919418334961,128,128,False,False,False,torch.float32,torch.float32,8.975362629637301,1.4589614858357949,0.014589614858357948,0.006435821310294335,0.0078125,0.36042148343730274,5.248285121829201,512,0.7813671231269836,0.007845206186175346,nan
11,0,self_attn.q_proj,2048,4096,128,0,40.95919418334961,128,128,False,False,False,torch.float32,torch.float32,8.975362629637301,1.4589614858357949,0.014589614858357948,0.006435821310294335,0.0078125,0.36042148343730274,5.248285121829201,4096,0.7834740877151489,0.00788203440606594,nan
11,1,self_attn.o_proj,4096,2048,128,0,0.01506189163774252,128,128,False,False,False,torch.float32,torch.float32,7.2877851252131585,1.3398265508500935,0.013398265508500934,0.007129097136321016,0.0078125,0.03307900151177329,80.90563438294888,2048,0.7394872903823853,0.0077805789187550545,nan
12,0,self_attn.k_proj,2048,512,128,0,40.95927047729492,128,128,False,False,False,torch.float32,torch.float32,9.053630006455442,1.4719004005392462,0.014719004005392462,0.006493876549614178,0.0078125,0.3663769471842206,5.134951241893339,512,0.7836132645606995,0.007820803672075272,nan
12,0,self_attn.v_proj,2048,512,128,0,40.95927047729492,128,128,False,False,False,torch.float32,torch.float32,9.053630006455442,1.4719004005392462,0.014719004005392462,0.006493876549614178,0.0078125,0.3663769471842206,5.134951241893339,512,0.7799609899520874,0.007823430001735687,nan
12,0,self_attn.q_proj,2048,4096,128,0,40.95927047729492,128,128,False,False,False,torch.float32,torch.float32,9.053630006455442,1.4719004005392462,0.014719004005392462,0.006493876549614178,0.0078125,0.3663769471842206,5.134951241893339,4096,0.7822070121765137,0.007935820147395134,nan
12,1,self_attn.o_proj,4096,2048,128,0,0.014873284846544266,128,128,False,False,False,torch.float32,torch.float32,10.7502273538841,1.6364647626892388,0.016364647626892388,0.007321258524747415,0.0078125,0.02497339322617607,177.97270030787237,2048,0.7393212914466858,0.007570665329694748,nan
13,0,self_attn.k_proj,2048,512,128,0,40.95930480957031,128,128,False,False,False,torch.float32,torch.float32,8.686808923897365,1.45629820096043,0.014562982009604299,0.0065669871697630515,0.0078125,0.36372897999044046,5.374637038906036,512,0.7825976610183716,0.007905105128884315,nan
13,0,self_attn.v_proj,2048,512,128,0,40.95930480957031,128,128,False,False,False,torch.float32,torch.float32,8.686808923897365,1.45629820096043,0.014562982009604299,0.0065669871697630515,0.0078125,0.36372897999044046,5.374637038906036,512,0.7844140529632568,0.008033563382923603,nan
13,0,self_attn.q_proj,2048,4096,128,0,40.95930480957031,128,128,False,False,False,torch.float32,torch.float32,8.686808923897365,1.45629820096043,0.014562982009604299,0.0065669871697630515,0.0078125,0.36372897999044046,5.374637038906036,4096,0.7832006812095642,0.007914264686405659,nan
13,1,self_attn.o_proj,4096,2048,128,0,0.02057039737701416,128,128,False,False,False,torch.float32,torch.float32,22.04543356878384,2.4367432704555276,0.024367432704555277,0.006963053331652729,0.0078125,0.07139872621800333,26.639521504599735,2048,0.7321435809135437,0.007976369000971317,nan
14,0,self_attn.k_proj,2048,512,128,0,40.9593391418457,128,128,False,False,False,torch.float32,torch.float32,9.06238434430468,1.4210458955171732,0.01421045895517173,0.006605474411135376,0.0078125,0.3556315613103839,6.073228581123369,512,0.7844140529632568,0.007755959406495094,nan
14,0,self_attn.v_proj,2048,512,128,0,40.9593391418457,128,128,False,False,False,torch.float32,torch.float32,9.06238434430468,1.4210458955171732,0.01421045895517173,0.006605474411135376,0.0078125,0.3556315613103839,6.073228581123369,512,0.7845116853713989,0.007875585928559303,nan
14,0,self_attn.q_proj,2048,4096,128,0,40.9593391418457,128,128,False,False,False,torch.float32,torch.float32,9.06238434430468,1.4210458955171732,0.01421045895517173,0.006605474411135376,0.0078125,0.3556315613103839,6.073228581123369,4096,0.7825194597244263,0.0077335163950920105,nan
14,1,self_attn.o_proj,4096,2048,128,0,0.03466913476586342,128,128,False,False,False,torch.float32,torch.float32,19.608355467602493,2.284928953101119,0.022849289531011195,0.007143025413703008,0.0078125,0.034502151081654456,103.10802693182076,2048,0.7316699028015137,0.007497526705265045,nan
15,0,self_attn.k_proj,2048,512,128,0,40.95940399169922,128,128,False,False,False,torch.float32,torch.float32,8.324022749185108,1.3872581576070688,0.01387258157607069,0.006844439957970964,0.0078125,0.3452793897921872,6.745940891755438,512,0.785585880279541,0.007697281893342733,nan
15,0,self_attn.v_proj,2048,512,128,0,40.95940399169922,128,128,False,False,False,torch.float32,torch.float32,8.324022749185108,1.3872581576070688,0.01387258157607069,0.006844439957970964,0.0078125,0.3452793897921872,6.745940891755438,512,0.7839062213897705,0.007776308339089155,nan
15,0,self_attn.q_proj,2048,4096,128,0,40.95940399169922,128,128,False,False,False,torch.float32,torch.float32,8.324022749185108,1.3872581576070688,0.01387258157607069,0.006844439957970964,0.0078125,0.3452793897921872,6.745940891755438,4096,0.7826269865036011,0.007695174776017666,nan
15,1,self_attn.o_proj,4096,2048,128,0,0.020428290590643883,128,128,False,False,False,torch.float32,torch.float32,8.81363719190814,1.5473775971512311,0.015473775971512312,0.0069552878369155136,0.0078125,0.022216496380939577,219.24407074111997,2048,0.7322607040405273,0.007738542277365923,nan
16,0,self_attn.k_proj,2048,512,128,0,40.95945358276367,128,128,False,False,False,torch.float32,torch.float32,7.970714611307297,1.3766804482480899,0.0137668044824809,0.00684942369660187,0.0078125,0.3399242247954818,6.9867982182692385,512,0.7864453196525574,0.0077042728662490845,nan
16,0,self_attn.v_proj,2048,512,128,0,40.95945358276367,128,128,False,False,False,torch.float32,torch.float32,7.970714611307297,1.3766804482480899,0.0137668044824809,0.00684942369660187,0.0078125,0.3399242247954818,6.9867982182692385,512,0.7851953506469727,0.007956741377711296,nan
16,0,self_attn.q_proj,2048,4096,128,0,40.95945358276367,128,128,False,False,False,torch.float32,torch.float32,7.970714611307297,1.3766804482480899,0.0137668044824809,0.00684942369660187,0.0078125,0.3399242247954818,6.9867982182692385,4096,0.7836669683456421,0.007738055661320686,nan
16,1,self_attn.o_proj,4096,2048,128,0,0.026777902618050575,128,128,False,False,False,torch.float32,torch.float32,7.123156558346568,1.4609028331894842,0.014609028331894841,0.00794902699487075,0.0078125,0.03699551781614993,82.07010150086057,2048,0.7309961318969727,0.007692171260714531,nan
17,0,self_attn.k_proj,2048,512,128,0,40.95949172973633,128,128,False,False,False,torch.float32,torch.float32,8.205677064889773,1.3739622605660817,0.013739622605660818,0.006857827111514759,0.0078125,0.34021221185565387,7.108214181337563,512,0.78333979845047,0.007754472550004721,nan
17,0,self_attn.v_proj,2048,512,128,0,40.95949172973633,128,128,False,False,False,torch.float32,torch.float32,8.205677064889773,1.3739622605660817,0.013739622605660818,0.006857827111514759,0.0078125,0.34021221185565387,7.108214181337563,512,0.782031238079071,0.007816934958100319,nan
17,0,self_attn.q_proj,2048,4096,128,0,40.95949172973633,128,128,False,False,False,torch.float32,torch.float32,8.205677064889773,1.3739622605660817,0.013739622605660818,0.006857827111514759,0.0078125,0.34021221185565387,7.108214181337563,4096,0.7839136123657227,0.007713892962783575,nan
17,1,self_attn.o_proj,4096,2048,128,0,0.024115771055221558,128,128,False,False,False,torch.float32,torch.float32,11.983737704382152,1.7220973931345014,0.017220973931345016,0.007598359436851896,0.0078125,0.05922680508177649,60.13209783460084,2048,0.7298779487609863,0.007664828561246395,nan
18,0,self_attn.k_proj,2048,512,128,0,40.95950698852539,128,128,False,False,False,torch.float32,torch.float32,8.057885611830747,1.3912653289290318,0.013912653289290318,0.006853968005719015,0.0078125,0.3449590910516019,6.836488849854772,512,0.7829687595367432,0.007635083049535751,nan
18,0,self_attn.v_proj,2048,512,128,0,40.95950698852539,128,128,False,False,False,torch.float32,torch.float32,8.057885611830747,1.3912653289290318,0.013912653289290318,0.006853968005719015,0.0078125,0.3449590910516019,6.836488849854772,512,0.7834765315055847,0.007773737423121929,nan
18,0,self_attn.q_proj,2048,4096,128,0,40.95950698852539,128,128,False,False,False,torch.float32,torch.float32,8.057885611830747,1.3912653289290318,0.013912653289290318,0.006853968005719015,0.0078125,0.3449590910516019,6.836488849854772,4096,0.7831591367721558,0.00776223000138998,nan
18,1,self_attn.o_proj,4096,2048,128,0,0.03974185511469841,128,128,False,False,False,torch.float32,torch.float32,18.528077143439518,2.397777908518751,0.02397777908518751,0.008149419628732285,0.0078125,0.07148123138229169,66.91066781064434,2048,0.7371631264686584,0.00771417748183012,nan
19,0,self_attn.k_proj,2048,512,128,0,40.95949935913086,128,128,False,False,False,torch.float32,torch.float32,7.0402323494295675,1.3371738364595405,0.013371738364595405,0.006993177629008074,0.0078125,0.32959367258007566,8.122159609249069,512,0.7831640243530273,0.007587512489408255,nan
19,0,self_attn.v_proj,2048,512,128,0,40.95949935913086,128,128,False,False,False,torch.float32,torch.float32,7.0402323494295675,1.3371738364595405,0.013371738364595405,0.006993177629008074,0.0078125,0.32959367258007566,8.122159609249069,512,0.7816601395606995,0.007988585159182549,nan
19,0,self_attn.q_proj,2048,4096,128,0,40.95949935913086,128,128,False,False,False,torch.float32,torch.float32,7.0402323494295675,1.3371738364595405,0.013371738364595405,0.006993177629008074,0.0078125,0.32959367258007566,8.122159609249069,4096,0.7831054925918579,0.00771085312590003,nan
19,1,self_attn.o_proj,4096,2048,128,0,0.03960121423006058,128,128,False,False,False,torch.float32,torch.float32,12.46124206500904,1.8824850094957521,0.01882485009495752,0.006223064344428648,0.0078125,0.10899408571510794,29.83590210542335,2048,0.7311182022094727,0.007424953393638134,nan
20,0,self_attn.k_proj,2048,512,128,0,40.959529876708984,128,128,False,False,False,torch.float32,torch.float32,7.351510422573769,1.362053678818346,0.01362053678818346,0.007049562060291503,0.0078125,0.3372019972076096,8.153371623118817,512,0.783144474029541,0.007772515527904034,nan
20,0,self_attn.v_proj,2048,512,128,0,40.959529876708984,128,128,False,False,False,torch.float32,torch.float32,7.351510422573769,1.362053678818346,0.01362053678818346,0.007049562060291503,0.0078125,0.3372019972076096,8.153371623118817,512,0.7851952910423279,0.007819621823728085,nan
20,0,self_attn.q_proj,2048,4096,128,0,40.959529876708984,128,128,False,False,False,torch.float32,torch.float32,7.351510422573769,1.362053678818346,0.01362053678818346,0.007049562060291503,0.0078125,0.3372019972076096,8.153371623118817,4096,0.7832714319229126,0.007718611508607864,nan
20,1,self_attn.o_proj,4096,2048,128,0,0.037944842129945755,128,128,False,False,False,torch.float32,torch.float32,6.560884391200856,1.2954555980693543,0.012954555980693543,0.008127814326474908,0.0078125,0.04812010531428406,42.347763876916865,2048,0.7077295184135437,0.007782998029142618,nan
21,0,self_attn.k_proj,2048,512,128,0,40.9595832824707,128,128,False,False,False,torch.float32,torch.float32,6.955295796517815,1.3590779227428205,0.013590779227428205,0.0071784151350848735,0.0078125,0.33359945091641585,8.458307910655911,512,0.7796874642372131,0.007759363856166601,nan
21,0,self_attn.v_proj,2048,512,128,0,40.9595832824707,128,128,False,False,False,torch.float32,torch.float32,6.955295796517815,1.3590779227428205,0.013590779227428205,0.0071784151350848735,0.0078125,0.33359945091641585,8.458307910655911,512,0.7823241949081421,0.007835958153009415,nan
21,0,self_attn.q_proj,2048,4096,128,0,40.9595832824707,128,128,False,False,False,torch.float32,torch.float32,6.955295796517815,1.3590779227428205,0.013590779227428205,0.0071784151350848735,0.0078125,0.33359945091641585,8.458307910655911,4096,0.783144474029541,0.007822164334356785,nan
21,1,self_attn.o_proj,4096,2048,128,0,0.051849570125341415,128,128,False,False,False,torch.float32,torch.float32,9.430668363228918,1.4898093230818006,0.014898093230818008,0.007484797470820037,0.0078125,0.04224717396920241,69.49940402231383,2048,0.7403564453125,0.007731443736702204,nan
22,0,self_attn.k_proj,2048,512,128,0,40.95962905883789,128,128,False,False,False,torch.float32,torch.float32,7.403584234650047,1.398752607904552,0.013987526079045522,0.0072385076584317734,0.0078125,0.34605175851984593,7.500988710511088,512,0.7822460532188416,0.0077612451277673244,nan
22,0,self_attn.v_proj,2048,512,128,0,40.95962905883789,128,128,False,False,False,torch.float32,torch.float32,7.403584234650047,1.398752607904552,0.013987526079045522,0.0072385076584317734,0.0078125,0.34605175851984593,7.500988710511088,512,0.7837694883346558,0.007743137422949076,nan
22,0,self_attn.q_proj,2048,4096,128,0,40.95962905883789,128,128,False,False,False,torch.float32,torch.float32,7.403584234650047,1.398752607904552,0.013987526079045522,0.0072385076584317734,0.0078125,0.34605175851984593,7.500988710511088,4096,0.7844140529632568,0.0076776957139372826,nan
22,1,self_attn.o_proj,4096,2048,128,0,0.059322185814380646,128,128,False,False,False,torch.float32,torch.float32,6.574050565122545,1.1907821129858396,0.011907821129858397,0.007922390759120582,0.0078125,0.041674379885351095,58.99712374009604,2048,0.7346240282058716,0.007677935063838959,nan
23,0,self_attn.k_proj,2048,512,128,0,40.95966339111328,128,128,False,False,False,torch.float32,torch.float32,8.211995162825803,1.438894568470887,0.01438894568470887,0.007290722266820106,0.0078125,0.3563050516719865,6.666424412190741,512,0.7837304472923279,0.00826308224350214,nan
23,0,self_attn.v_proj,2048,512,128,0,40.95966339111328,128,128,False,False,False,torch.float32,torch.float32,8.211995162825803,1.438894568470887,0.01438894568470887,0.007290722266820106,0.0078125,0.3563050516719865,6.666424412190741,512,0.7826172113418579,0.007884053513407707,nan
23,0,self_attn.q_proj,2048,4096,128,0,40.95966339111328,128,128,False,False,False,torch.float32,torch.float32,8.211995162825803,1.438894568470887,0.01438894568470887,0.007290722266820106,0.0078125,0.3563050516719865,6.666424412190741,4096,0.7825049161911011,0.007951196283102036,nan
23,1,self_attn.o_proj,4096,2048,128,0,0.05748758837580681,128,128,False,False,False,torch.float32,torch.float32,7.708034282247076,1.2603604775227395,0.012603604775227395,0.007511722514003584,0.0078125,0.03487546803377333,73.1920778611081,2048,0.7346533536911011,0.007622759323567152,nan
24,0,self_attn.k_proj,2048,512,128,0,40.959686279296875,128,128,False,False,False,torch.float32,torch.float32,8.46990760381615,1.4600123452503377,0.014600123452503376,0.0074234426141175395,0.0078125,0.36288895903746826,6.303851476056734,512,0.7819921970367432,0.007888032123446465,nan
24,0,self_attn.v_proj,2048,512,128,0,40.959686279296875,128,128,False,False,False,torch.float32,torch.float32,8.46990760381615,1.4600123452503377,0.014600123452503376,0.0074234426141175395,0.0078125,0.36288895903746826,6.303851476056734,512,0.7828711271286011,0.00785495899617672,nan
24,0,self_attn.q_proj,2048,4096,128,0,40.959686279296875,128,128,False,False,False,torch.float32,torch.float32,8.46990760381615,1.4600123452503377,0.014600123452503376,0.0074234426141175395,0.0078125,0.36288895903746826,6.303851476056734,4096,0.7820751667022705,0.00785893015563488,nan
24,1,self_attn.o_proj,4096,2048,128,0,0.06691352277994156,128,128,False,False,False,torch.float32,torch.float32,7.681135696999835,1.3774502807654787,0.01377450280765479,0.00853272197948903,0.0078125,0.037216118766320264,104.9144141482574,2048,0.7311279773712158,0.007895227521657944,nan
